,ALTURA TOTAL,FAMILIA,Nombre común,Nombre científico
435,2.5,SOLANACEAE,Francesino,Brunfelsia pauciflora
436,13.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
437,7.5,FABACEAE,Cámbulo,Erythrina poeppigiana 
438,3.9,SOLANACEAE,Francesino,Brunfelsia pauciflora
439,14.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
440,12.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
441,2.5,SOLANACEAE,Francesino,Brunfelsia pauciflora
442,14.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
443,2.4,SOLANACEAE,Francesino,Brunfelsia pauciflora
444,13.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
445,2.5,SOLANACEAE,Francesino,Brunfelsia pauciflora
446,11.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
447,3.0,SOLANACEAE,Francesino,Brunfelsia pauciflora
448,7.5,FABACEAE,Cámbulo,Erythrina poeppigiana 
449,2.7,SOLANACEAE,Francesino,Brunfelsia pauciflora
450,3.05,SOLANACEAE,Francesino,Brunfelsia pauciflora
451,10.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
452,13.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
453,2.6,SOLANACEAE,Francesino,Brunfelsia pauciflora
454,2.8,SOLANACEAE,Francesino,Brunfelsia pauciflora
455,14.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
456,2.4,SOLANACEAE,Francesino,Brunfelsia pauciflora
457,7.2,FABACEAE,Cámbulo,Erythrina poeppigiana 
458,1.3,SOLANACEAE,Francesino,Brunfelsia pauciflora
459,8.2,FABACEAE,Cámbulo,Erythrina poeppigiana 
460,3.5,LAURACEAE,Aguacate,Persea americana 
461,7.2,FABACEAE,Piñón de oreja,Enterolobium cyclocarpum 
462,3.3,EUPHORBIACEAE,Papayuelo,Cnidoscolus aconitifolius
463,8.2,FABACEAE,Cámbulo,Erythrina poeppigiana 
464,4.3,EUPHORBIACEAE,Papayuelo,Cnidoscolus aconitifolius
465,8.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
466,4.0,EUPHORBIACEAE,Papayuelo,Cnidoscolus aconitifolius
467,2.8,SOLANACEAE,Francesino,Brunfelsia pauciflora
468,10.0,FABACEAE,Piñón de oreja,Enterolobium cyclocarpum 
469,13.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
470,13.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
471,3.4,SOLANACEAE,Francesino,Brunfelsia pauciflora
472,7.2,FABACEAE,Cámbulo,Erythrina poeppigiana 
473,2.3,SOLANACEAE,Francesino,Brunfelsia pauciflora
474,2.2,SOLANACEAE,Francesino,Brunfelsia pauciflora
475,9.5,FABACEAE,Cámbulo,Erythrina poeppigiana 
476,2.5,SOLANACEAE,Francesino,Brunfelsia pauciflora
477,12.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
478,2.4,SOLANACEAE,Francesino,Brunfelsia pauciflora
479,7.5,FABACEAE,Cámbulo,Erythrina poeppigiana 
480,2.0,SOLANACEAE,Francesino,Brunfelsia pauciflora
481,12.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
482,2.25,SOLANACEAE,Francesino,Brunfelsia pauciflora
483,13.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
484,13.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
485,10.0,BIGNONIACEAE,Tulipán africano,Spathodea campanulata 
486,12.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
487,14.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
488,2.7,SOLANACEAE,Francesino,Brunfelsia pauciflora
489,12.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
490,11.0,BIGNONIACEAE,Tulipán africano,Spathodea campanulata 
491,2.6,SOLANACEAE,Francesino,Brunfelsia pauciflora
492,7.5,BIGNONIACEAE,Tulipán africano,Spathodea campanulata 
493,2.4,SOLANACEAE,Francesino,Brunfelsia pauciflora
494,14.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
495,2.4,SOLANACEAE,Francesino,Brunfelsia pauciflora
496,15.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
497,2.7,SOLANACEAE,Francesino,Brunfelsia pauciflora
498,11.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
499,2.8,SOLANACEAE,Francesino,Brunfelsia pauciflora
500,2.5,SOLANACEAE,Francesino,Brunfelsia pauciflora
501,10.5,FABACEAE,Cámbulo,Erythrina poeppigiana 
502,9.0,BIGNONIACEAE,Tulipán africano,Spathodea campanulata 
503,14.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
504,6.0,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
505,16.0,LYTHRACEAE,Guayacán de manizales,Lafoensia speciosa 
506,9.5,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus 
507,14.0,MORACEAE,Falso laurel,Ficus benjamina 
508,6.2,COMBRETACEAE,Almendro,Terminalia catappa 
509,7.6,EBENACEAE,Zapote negro,Diospyros digyna 
510,2.4,RUTACEAE,Azahar de la india,Murraya paniculata
511,4.8,EUPHORBIACEAE,Papayuelo,Cnidoscolus aconitifolius
512,1.4,MORACEAE,Falso caucho,Ficus elastica
513,14.0,FABACEAE,Piñón de oreja,Enterolobium cyclocarpum 
514,10.0,LAMIACEAE,Teca,Tectona grandis 
515,14.0,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
516,11.5,FABACEAE,Búcaro,Erythrina fusca 
517,8.0,BIGNONIACEAE,Guayacán peludo,Handroanthus chrysotrichus
518,8.2,FABACEAE,Velero,Senna spectabilis 
519,13.0,BIGNONIACEAE,Tulipán africano,Spathodea campanulata 
520,16.0,MALVACEAE,Ceiba verde,Pseudobombax septenatum 
521,2.2,MYRTACEAE,Guayaba ciruela,Psidium cattleianum
522,7.5,FABACEAE,Palo cruz,Brownea grandiceps 
523,6.8,FABACEAE,Palo cruz,Brownea grandiceps 
524,3.7,ANACARDIACEAE,Mango,Mangifera indica 
525,17.0,MELIACEAE,Caobo,Swietenia macrophylla 
526,4.8,FABACEAE,Palo cruz,Brownea grandiceps 
527,8.0,FABACEAE,Palo cruz,Brownea grandiceps 
528,8.2,FABACEAE,Palo cruz,Brownea grandiceps 
529,8.2,FABACEAE,Palo cruz,Brownea grandiceps 
530,8.3,FABACEAE,Palo cruz,Brownea grandiceps 
531,11.0,BIGNONIACEAE,Tulipán africano,Spathodea campanulata 
532,11.0,BIGNONIACEAE,Tulipán africano,Spathodea campanulata 
533,7.0,BIGNONIACEAE,Tulipán africano,Spathodea campanulata 
534,8.0,ACANTHACEAE,Quiebrabarrigo,Trichanthera gigantea 
535,4.5,RUBIACEAE,Hamelia,Hamelia patens
536,4.5,RUBIACEAE,Hamelia,Hamelia patens
537,5.5,MYRTACEAE,Guayabo campomanesia,Campomanesia lineatifolia 
538,4.3,ANACARDIACEAE,Marañón,Anacardium occidentale 
539,4.1,ANACARDIACEAE,Marañón,Anacardium occidentale 
540,4.6,ANACARDIACEAE,Marañón,Anacardium occidentale 
541,4.6,MALPIGHIACEAE,Huesito,Malpighia glabra 
542,2.35,FABACEAE,Carbonero,Calliandra haematocephala
543,7.8,ACANTHACEAE,Quiebrabarrigo,Trichanthera gigantea 
544,8.3,ACANTHACEAE,Quiebrabarrigo,Trichanthera gigantea 
545,8.6,ACANTHACEAE,Quiebrabarrigo,Trichanthera gigantea 
546,1.05,RUTACEAE,Azahar de la india,Murraya paniculata
547,0.9,RUTACEAE,Azahar de la india,Murraya paniculata
548,5.2,FABACEAE,Guamo bejuco,Inga edulis 
549,5.0,MYRTACEAE,Guayabo campomanesia,Campomanesia lineatifolia 
550,9.8,ACANTHACEAE,Quiebrabarrigo,Trichanthera gigantea 
551,9.8,ACANTHACEAE,Quiebrabarrigo,Trichanthera gigantea 
552,9.0,ACANTHACEAE,Quiebrabarrigo,Trichanthera gigantea 
553,5.8,BIGNONIACEAE,Tulipán africano,Spathodea campanulata 
554,10.0,FABACEAE,Guamo bejuco,Inga edulis 
555,8.3,FABACEAE,Guamo bejuco,Inga edulis 
556,7.6,ARECACEAE,Palma areca,Dypsis lutescens
557,6.8,FABACEAE,Guamo bejuco,Inga edulis 
558,7.8,FABACEAE,Guamo,Inga sp.
559,8.1,BIGNONIACEAE,Tulipán africano,Spathodea campanulata 
560,4.4,MYRTACEAE,Guayabo campomanesia,Campomanesia lineatifolia 
561,7.2,ZYGOPHYLLACEAE,Guayacán bola,Bulnesia arborea 
562,9.2,FABACEAE,Palo cruz,Brownea grandiceps 
563,9.3,FABACEAE,Palo cruz,Brownea grandiceps 
564,2.3,ARECACEAE,Palma real,Roystonea regia 
565,5.3,FABACEAE,Carbonero (2),Calliandra pittieri 
566,3.0,ZYGOPHYLLACEAE,Guayacán bola,Bulnesia arborea 
567,6.2,EUPHORBIACEAE,Liberal,Euphorbia cotinifolia 
568,2.2,RUTACEAE,Azahar de la india,Murraya paniculata
569,1.65,RUTACEAE,Azahar de la india,Murraya paniculata
570,2.6,RUTACEAE,Azahar de la india,Murraya paniculata
571,10.0,RUTACEAE,Tachuelo,Zanthoxylum rhoifolium
572,10.5,FABACEAE,Cámbulo,Erythrina poeppigiana 
573,9.5,MALPIGHIACEAE,Confite,Bunchosia armeniaca 
574,4.2,MALVACEAE,Ceiba pentandra,Ceiba pentandra 
575,4.3,RUTACEAE,Azahar de la india,Murraya paniculata
576,23.0,MORACEAE,Falso laurel,Ficus benjamina 
577,4.2,RUBIACEAE,Hamelia,Hamelia patens
578,5.5,MELIACEAE,Cedro macho,Guarea guidonia
579,7.8,FABACEAE,Ébano,Caesalpinia ebano 
580,7.8,FABACEAE,Ébano,Caesalpinia ebano 
581,1.2,MALVACEAE,Zapote,Quararibea cordata 
582,7.5,FABACEAE,Ébano,Caesalpinia ebano 
583,6.3,BIGNONIACEAE,Tulipán africano,Spathodea campanulata 
584,9.8,COMBRETACEAE,Almendro,Terminalia catappa 
585,12.0,FABACEAE,Chocho,Ormosia colombiana 
586,2.8,ROSACEAE,Níspero del Japón,Eriobotrya japonica
587,23.0,MORACEAE,Falso laurel,Ficus benjamina 
588,3.5,ARECACEAE,Palma real,Roystonea regia 
589,3.5,ARECACEAE,Palma real,Roystonea regia 
590,5.0,ARECACEAE,Palma real,Roystonea regia 
591,3.7,EUPHORBIACEAE,Papayuelo,Cnidoscolus aconitifolius
592,4.4,LYTHRACEAE,Júpiter,Lagerstroemia indica
593,4.5,LYTHRACEAE,Júpiter,Lagerstroemia indica
594,5.0,ANACARDIACEAE,Mango,Mangifera indica 
595,1.0,EUPHORBIACEAE,Papayuelo,Cnidoscolus aconitifolius
596,2.0,ANACARDIACEAE,Mango,Mangifera indica 
597,5.2,ANACARDIACEAE,Mango,Mangifera indica 
598,3.5,LYTHRACEAE,Júpiter,Lagerstroemia indica
599,4.3,LYTHRACEAE,Júpiter,Lagerstroemia indica
600,4.3,LYTHRACEAE,Júpiter,Lagerstroemia indica
601,7.6,ANACARDIACEAE,Mango,Mangifera indica 
602,3.3,MYRTACEAE,Guayabo jaboticaba,Myrciaria cauliflora
603,1.15,MALVACEAE,Barrigón,Cavanillesia chicamochae
604,3.5,LYTHRACEAE,Júpiter,Lagerstroemia indica
605,3.0,LYTHRACEAE,Júpiter,Lagerstroemia indica
606,3.4,LYTHRACEAE,Júpiter,Lagerstroemia indica
607,3.7,MYRTACEAE,Guayabo jaboticaba,Myrciaria cauliflora
608,3.9,LYTHRACEAE,Júpiter,Lagerstroemia indica
609,3.4,MYRTACEAE,Guayabo jaboticaba,Myrciaria cauliflora
610,3.4,LYTHRACEAE,Júpiter,Lagerstroemia indica
611,1.25,EUPHORBIACEAE,Papayuelo,Cnidoscolus aconitifolius
612,4.0,MYRTACEAE,Guayabo jaboticaba,Myrciaria cauliflora
613,3.3,LYTHRACEAE,Júpiter,Lagerstroemia indica
614,3.7,LYTHRACEAE,Júpiter,Lagerstroemia indica
615,4.0,LYTHRACEAE,Júpiter,Lagerstroemia indica
616,3.8,LYTHRACEAE,Júpiter,Lagerstroemia indica
617,7.0,SOLANACEAE,Caballero de la noche,Cestrum nocturnum
618,10.0,OLEACEAE,Urapán,Fraxinus uhdei 
619,2.3,APOCYNACEAE,Azuceno,Tabernaemontana litoralis
620,2.9,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
621,1.7,APOCYNACEAE,Azuceno,Tabernaemontana litoralis
622,1.5,APOCYNACEAE,Azuceno,Tabernaemontana litoralis
623,4.2,ANNONACEAE,Guanabano,Annona muricata 
624,11.0,MELIACEAE,Caobo,Swietenia macrophylla 
625,4.4,ARECACEAE,Palma manila,Veitchia merrillii 
626,4.0,FABACEAE,Balsamo,Myroxylon balsamum
627,4.0,ARECACEAE,Palma manila,Veitchia merrillii 
628,6.8,CALOPHYLLACEAE,Mamey,Mammea americana
629,4.2,ARECACEAE,Palma manila,Veitchia merrillii 
630,3.8,MALPIGHIACEAE,Huesito,Malpighia glabra 
631,3.3,ARECACEAE,Palma manila,Veitchia merrillii 
632,4.3,FABACEAE,Palo cruz,Brownea grandiceps 
633,3.5,FABACEAE,Palo cruz,Brownea grandiceps 
634,5.8,FABACEAE,Palo cruz,Brownea grandiceps 
635,6.0,FABACEAE,Palo cruz,Brownea grandiceps 
636,4.3,FABACEAE,Palo cruz,Brownea grandiceps 
637,9.2,ANACARDIACEAE,Mango,Mangifera indica 
638,6.2,ANACARDIACEAE,Mango,Mangifera indica 
639,23.0,MORACEAE,Falso laurel,Ficus benjamina 
640,20.0,MORACEAE,Falso laurel,Ficus benjamina 
641,21.0,MORACEAE,Falso laurel,Ficus benjamina 
642,6.5,PROTEACEAE,Macadamia,Macadamia integrifolia 
643,7.2,PROTEACEAE,Macadamia,Macadamia integrifolia 
644,7.1,PROTEACEAE,Macadamia,Macadamia integrifolia 
645,6.8,PROTEACEAE,Macadamia,Macadamia integrifolia 
646,6.1,PROTEACEAE,Macadamia,Macadamia integrifolia 
647,12.0,ANACARDIACEAE,Mango,Mangifera indica 
648,5.5,LECYTHIDACEAE,Membrillo,Gustavia superba
649,5.7,ANACARDIACEAE,Mango,Mangifera indica 
650,12.0,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus 
651,5.0,MALPIGHIACEAE,Huesito,Malpighia glabra 
652,7.0,ANACARDIACEAE,Mango,Mangifera indica 
653,6.0,ANACARDIACEAE,Mango,Mangifera indica 
654,4.3,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
655,5.0,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
656,7.2,ANACARDIACEAE,Mango,Mangifera indica 
657,8.0,ANNONACEAE,Guanábano,Annona muricata 
658,9.0,LECYTHIDACEAE,Cococristal,Lecythis mesophylla
659,7.8,ANNONACEAE,Guanabano macho,Annona purpúrea
660,5.0,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
661,12.5,MALVACEAE,Guacimo,Guazuma ulmifolia 
662,7.8,ANACARDIACEAE,Mango,Mangifera indica 
663,9.8,MALVACEAE,Cacao de monte,Pachira speciosa
664,6.6,ANACARDIACEAE,Mango,Mangifera indica 
665,14.0,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus 
666,14.0,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus 
667,5.5,MYRTACEAE,Guayabo,Psidium guajava 
668,12.5,FABACEAE,Casco de vaca blanco,Bahuinia picta
669,13.5,FABACEAE,Casco de vaca blanco,Bahuinia picta
670,13.0,FABACEAE,Cedro amarillo,Albizia guachapele 
671,4.5,RUBIACEAE,Canelo,Calycophyllum candidissimum
672,4.5,RUBIACEAE,Canelo,Calycophyllum candidissimum
673,7.0,ANACARDIACEAE,Mango,Mangifera indica 
674,7.3,ANACARDIACEAE,Mango,Mangifera indica 
675,5.0,RUBIACEAE,Canelo,Calycophyllum candidissimum
676,6.1,RUBIACEAE,Canelo,Calycophyllum candidissimum
677,4.3,LECYTHIDACEAE,Cococristal,Lecythis mesophylla
678,8.0,ANACARDIACEAE,Mango,Mangifera indica 
679,5.0,MALPIGHIACEAE,Huesito,Malpighia glabra 
680,8.0,ANACARDIACEAE,Mango,Mangifera indica 
681,5.0,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
682,11.3,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus 
683,7.8,ANACARDIACEAE,Mango,Mangifera indica 
684,7.8,MYRTACEAE,Pero de agua,Syzygium malaccense
685,7.4,ANACARDIACEAE,Mango,Mangifera indica 
686,8.0,MYRTACEAE,Pero de agua,Syzygium malaccense
687,9.5,ANACARDIACEAE,Mango,Mangifera indica 
688,14.0,MELIACEAE,Caobo,Swietenia macrophylla 
689,9.5,SALICACEAE,Cerezo del gobernador,Flacourtia indica 
690,9.8,MYRTACEAE,Pomo,Syzygium jambos 
691,11.5,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
692,6.5,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus
693,8.6,MYRTACEAE,Guayabo,Psidium guajava 
694,6.3,SALICACEAE,Cerezo del gobernador,Flacourtia indica 
695,7.2,ANACARDIACEAE,Mango,Mangifera indica 
696,12.0,FABACEAE,Casco de vaca blanco,Bahuinia picta
697,12.0,OLEACEAE,Urapán,Fraxinus uhdei 
698,5.1,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
699,6.7,SAPOTACEAE,Níspero costeño,Manilkara zapota
700,3.4,LAMIACEAE,Vitex,Vitex megapotamica
701,10.0,FABACEAE,Casco de vaca orquidea,Bauhinia variegata 
702,10.2,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
703,7.0,ANACARDIACEAE,Mango,Mangifera indica 
704,14.0,MALVACEAE,Majagua,Hibiscus tiliaceus 
705,7.2,SALICACEAE,Cerezo del gobernador,Flacourtia indica 
706,10.0,MALVACEAE,Majagua,Hibiscus tiliaceus 
707,14.0,OLEACEAE,Urapán,Fraxinus uhdei 
708,6.8,SALICACEAE,Cerezo del gobernador,Flacourtia indica 
709,6.8,SALICACEAE,Cerezo del gobernador,Flacourtia indica 
710,5.0,SALICACEAE,Cerezo del gobernador,Flacourtia indica 
711,3.0,MYRTACEAE,Guayabo,Psidium guajava 
712,5.0,ROSACEAE,Durazno de monte,Prunus sp.
713,2.4,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
714,7.3,ANACARDIACEAE,Mango,Mangifera indica 
715,7.0,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus
716,6.8,ANACARDIACEAE,Mango,Mangifera indica 
717,14.0,COMBRETACEAE,Almendro,Terminalia catappa 
718,7.5,FABACEAE,Gualanday (2),Jacaranda hesperia 
719,0.9,LAURACEAE,Comino crespo,Aniba perutilis 
720,9.8,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
721,10.0,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
722,10.5,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
723,7.8,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus
724,7.1,ANACARDIACEAE,Mango,Mangifera indica 
725,1.0,MYRTACEAE,Guayabo,Psidium guajava 
726,4.6,ANACARDIACEAE,Mango,Mangifera indica 
727,5.8,ANACARDIACEAE,Mango,Mangifera indica 
728,5.0,ANACARDIACEAE,Mango,Mangifera indica 
729,5.0,RUTACEAE,Mandarino,Citrus nobilis 
730,9.1,ANACARDIACEAE,Falso pimiento,Schinus terebinthifolius 
731,5.6,ANACARDIACEAE,Mango,Mangifera indica 
732,1.5,MYRTACEAE,Guayabo,Psidium guajava 
733,8.0,ANACARDIACEAE,Mango,Mangifera indica 
734,7.2,SAPOTACEAE,Caimito,Chrysophyllum cainito
735,7.4,FABACEAE,Samán,Samanea saman 
736,8.0,FABACEAE,Casco de vaca blanco,Bahuinia picta
737,15.0,FABACEAE,Algarrobo,Hymenea courbaril
738,4.3,MALPIGHIACEAE,Huesito,Malpighia glabra 
739,0.6,MALVACEAE,Cacao de monte,Pachira speciosa
740,7.5,SAPOTACEAE,Caimito,Chrysophyllum cainito
741,4.2,SAPOTACEAE,Caimito,Chrysophyllum cainito
742,8.7,FABACEAE,Casco de vaca orquidea,Bauhinia variegata 
743,9.3,FABACEAE,Samán,Samanea saman 
744,4.6,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
745,4.4,MALPIGHIACEAE,Huesito,Malpighia glabra 
746,5.0,MYRTACEAE,Grosello,Eugenia uniflora
747,9.2,SAPOTACEAE,Caimito,Chrysophyllum cainito
748,8.2,SAPOTACEAE,Caimito,Chrysophyllum cainito
749,10.8,COMBRETACEAE,Almendro,Terminalia catappa 
750,4.4,ARECACEAE,Palma Phenix,Phoenix canariensis
751,9.3,FABACEAE,Casco de vaca blanco,Bahuinia picta
752,7.3,LYTHRACEAE,Flor de reina,Lagerstroemia speciosa
753,10.0,FABACEAE,Casco de vaca blanco,Bahuinia picta
754,20.0,MORACEAE,Falso laurel,Ficus benjamina 
755,11.5,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
756,9.8,MALVACEAE,Ceiba pentandra,Ceiba pentandra 
757,9.6,MALVACEAE,Ceiba pentandra,Ceiba pentandra 
758,5.2,MALPIGHIACEAE,Huesito,Malpighia glabra 
759,11.5,FABACEAE,Yopo,Mimosa trianae
760,1.8,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
761,4.8,MELIACEAE,Cedro macho,Carapa guianensis 
762,0.3,MALVACEAE,Cacao de monte,Pachira speciosa
763,13.8,MELIACEAE,Caobo,Swietenia macrophylla 
764,1.7,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus
765,6.2,MALVACEAE,Ceiba Tolúa,Bombacopsis quinata 
766,2.55,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
767,4.3,LAMIACEAE,Vitex,Vitex megapotamica
768,8.5,FABACEAE,Casco de vaca orquidea,Bauhinia variegata 
769,2.3,MYRTACEAE,Grosello,Eugenia uniflora
770,4.2,RUTACEAE,Azahar de la india,Murraya paniculata
771,13.8,FABACEAE,Gualanday (2),Jacaranda hesperia 
772,5.0,SAPOTACEAE,Caimito,Chrysophyllum cainito
773,9.2,MALVACEAE,Camajón,Sterculia apetala
774,3.2,SAPOTACEAE,Caimito,Chrysophyllum cainito
775,2.7,URTICACEAE,Yarumo,Cecropia sp. 
776,6.0,LECYTHIDACEAE,Catelisoto,Eschweilera antioquensis 
777,9.8,ARECACEAE,Palma chontaduro,Bactris gasipaes
778,8.0,ARECACEAE,Palma de coco,Cocos nucifera 
779,7.5,SAPOTACEAE,Caimito,Chrysophyllum cainito
780,7.0,SAPOTACEAE,Caimito,Chrysophyllum cainito
781,3.2,SOLANACEAE,Francesino,Brunfelsia pauciflora
782,12.5,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus 
783,11.5,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
784,10.8,BIGNONIACEAE,Tulipán africano,Spathodea campanulata 
785,2.7,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
786,4.5,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
787,4.1,MALPIGHIACEAE,Huesito,Malpighia glabra 
788,10.0,SAPOTACEAE,Caimito,Chrysophyllum cainito
789,6.8,BURSERACEAE,Indio desnudo,Bursera simaruba
790,6.8,BURSERACEAE,Indio desnudo,Bursera simaruba
791,10.5,FABACEAE,Gualanday (2),Jacaranda hesperia 
792,6.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
793,1.7,EUPHORBIACEAE,Papayuelo,Cnidoscolus aconitifolius
794,11.5,BIGNONIACEAE,Tulipán africano,Spathodea campanulata 
795,4.0,MALPIGHIACEAE,Huesito,Malpighia glabra 
796,7.0,ANNONACEAE,Guanábano,Annona muricata 
797,14.0,BIGNONIACEAE,Tulipán africano,Spathodea campanulata 
798,6.8,MALVACEAE,Ceiba Tolúa,Bombacopsis quinata 
799,7.4,MYRTACEAE,Pomo,Syzygium jambos 
800,6.2,FABACEAE,Choibá,Dipteryx oleifera
801,6.0,MYRTACEAE,Guayabo,Psidium guajava 
802,7.0,FABACEAE,Choibá,Dipteryx oleifera
803,7.4,FABACEAE,Gualanday,Jacaranda caucana
804,8.0,FABACEAE,Choibá,Dipteryx oleifera
805,13.0,FABACEAE,Tambor,Schizolobium parahyba 
806,6.2,FABACEAE,Gualanday,Jacaranda caucana
807,12.0,BIGNONIACEAE,Tulipán africano,Spathodea campanulata 
808,7.0,FABACEAE,Gualanday,Jacaranda caucana
809,3.1,MYRTACEAE,Guayabo jaboticaba,Myrciaria cauliflora
810,2.1,MYRTACEAE,Guayabo jaboticaba,Myrciaria cauliflora
811,5.6,MALVACEAE,Ceiba rosada,Ceiba speciosa
812,1.2,RUTACEAE,Azahar de la india,Murraya paniculata
813,1.8,MYRTACEAE,Guayabo jaboticaba,Myrciaria cauliflora
814,0.9,MYRTACEAE,Guayabo jaboticaba,Myrciaria cauliflora
815,7.0,FABACEAE,Gualanday,Jacaranda caucana
816,6.5,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
817,1.2,LAURACEAE,Aguacate,Persea americana 
818,3.4,FABACEAE,Costilla danto,Lecointea amazonica
819,10.0,FABACEAE,Gualanday (2),Jacaranda hesperia 
820,7.6,SAPOTACEAE,Caimito,Chrysophyllum argenteum
821,6.3,SAPOTACEAE,Caimito,Chrysophyllum argenteum
822,4.5,MALPIGHIACEAE,Huesito,Malpighia glabra 
823,11.0,FABACEAE,Gualanday (2),Jacaranda hesperia 
824,6.8,FABACEAE,Cámbulo,Erythrina poeppigiana 
825,3.3,FABACEAE,Cámbulo,Erythrina poeppigiana 
826,14.0,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
827,10.8,LYTHRACEAE,Guayacán de manizales,Lafoensia speciosa 
828,11.6,FABACEAE,Balaustre,Centrolobium yavizanum 
829,5.2,MALPIGHIACEAE,Huesito,Malpighia glabra 
830,6.2,LAURACEAE,Laurel,Nectandra acutifolia 
831,4.5,MYRTACEAE,Guayabo jaboticaba,Myrciaria cauliflora
832,4.5,MYRTACEAE,Guayabo jaboticaba,Myrciaria cauliflora
833,4.8,MYRTACEAE,Guayabo jaboticaba,Myrciaria cauliflora
834,4.8,MYRTACEAE,Guayabo jaboticaba,Myrciaria cauliflora
835,6.0,MALVACEAE,Barrigón,Cavanillesia chicamochae
836,4.2,MALVACEAE,Barrigón,Cavanillesia chicamochae
837,4.1,MALVACEAE,Almirajó,Patinoa almirajo
838,3.2,LAURACEAE,Comino crespo,Aniba perutilis 
839,4.2,MALVACEAE,Barrigón,Cavanillesia chicamochae
840,5.6,MALVACEAE,Barrigón,Cavanillesia chicamochae
841,4.7,MYRTACEAE,Guayabo jaboticaba,Myrciaria cauliflora
842,4.5,MYRTACEAE,Guayabo jaboticaba,Myrciaria cauliflora
843,4.5,MYRTACEAE,Guayabo jaboticaba,Myrciaria cauliflora
844,4.5,MYRTACEAE,Guayabo jaboticaba,Myrciaria cauliflora
845,4.5,MYRTACEAE,Guayabo jaboticaba,Myrciaria cauliflora
846,4.8,MYRTACEAE,Guayabo jaboticaba,Myrciaria cauliflora
847,2.1,MYRTACEAE,Arazá,Eugenia stipilata
848,2.3,MYRTACEAE,Arazá,Eugenia stipilata
849,14.0,FABACEAE,Piñón de oreja,Enterolobium cyclocarpum 
850,4.3,ARECACEAE,Palma robeleni,Phoenix roebelenii
851,4.5,ARECACEAE,Palma robeleni,Phoenix roebelenii
852,4.2,ARECACEAE,Palma robeleni,Phoenix roebelenii
853,4.0,ARECACEAE,Palma robeleni,Phoenix roebelenii
854,3.5,ARECACEAE,Palma robeleni,Phoenix roebelenii
855,7.0,ANNONACEAE,Guanábano,Annona muricata 
