,ALTURA TOTAL,FAMILIA,Nombre común,Nombre científico
1775,5.0,MALPIGHIACEAE,Huesito,Malpighia glabra 
1776,12.0,LYTHRACEAE,Guayacán de manizales,Lafoensia speciosa 
1777,7.0,BIXACEAE,Achiote,Bixa orellana 
1778,17.0,BIGNONIACEAE,Tulipán africano,Spathodea campanulata 
1779,18.0,MALVACEAE,Ceiba verde,Pseudobombax septenatum 
1780,6.0,RUTACEAE,Naranjo,Citrus sinensis 
1781,14.0,SAPOTACEAE,Níspero costeño,Manilkara zapota
1782,9.5,MALVACEAE,Cacao de monte,Pachira speciosa
1783,10.0,MALVACEAE,Cacao de monte,Pachira speciosa
1784,24.0,FABACEAE,Carbonero zorro,Cojoba arboricola
1785,25.0,FABACEAE,Carbonero zorro,Cojoba arboricola
1786,24.0,FABACEAE,Carbonero zorro,Cojoba arboricola
1787,16.0,ARAUCARIACEAE,Araucaria,Araucaria heterophylla
1788,6.8,APOCYNACEAE,Azuceno,Tabernaemontana litoralis
1789,5.2,RUTACEAE,Mandarino,Citrus nobilis 
1790,8.5,LAURACEAE,Aguacate,Persea americana 
1791,13.5,BIGNONIACEAE,Tulipán africano,Spathodea campanulata 
1792,17.0,LYTHRACEAE,Guayacán de manizales,Lafoensia speciosa 
1793,0.8,CYCADACEAE,Cyca,Cycas sp.
1794,13.0,LYTHRACEAE,Guayacán de manizales,Lafoensia speciosa 
1795,8.5,ARECACEAE,Palma Bismarckia,Bismarckia nobilis
1796,5.8,RUTACEAE,Naranjo agrio,Citrus sp.
1797,3.2,MALVACEAE,Catostemma,Catostemma digitatum
1798,11.0,LYTHRACEAE,Guayacán de manizales,Lafoensia speciosa 
1799,14.0,LYTHRACEAE,Guayacán de manizales,Lafoensia speciosa 
1800,14.0,LYTHRACEAE,Guayacán de manizales,Lafoensia speciosa 
1801,8.0,ARECACEAE,Palma arenga,Arenga sp.
1802,16.0,LYTHRACEAE,Guayacán de manizales,Lafoensia speciosa 
1803,14.0,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
1804,16.0,LYTHRACEAE,Guayacán de manizales,Lafoensia speciosa 
1805,11.0,LYTHRACEAE,Guayacán de manizales,Lafoensia speciosa 
1806,13.0,LYTHRACEAE,Guayacán de manizales,Lafoensia speciosa 
1807,6.0,ANACARDIACEAE,Mango,Mangifera indica 
1808,4.3,MALVACEAE,Catostemma,Catostemma digitatum
1809,0.6,MALVACEAE,Cacao de monte,Pachira speciosa
1810,8.0,MALVACEAE,Cacao de monte,Pachira speciosa
1811,6.3,MYRTACEAE,Guayaba ciruela,Psidium cattleianum
1812,18.5,EUPHORBIACEAE,Ceiba tronadora,Hura crepitans 
1813,5.0,RUBIACEAE,Azuceno de monte,Posoqueria latifolia
1814,17.0,MALVACEAE,Guacimo,Guazuma ulmifolia 
1815,15.0,LYTHRACEAE,Guayacán de manizales,Lafoensia speciosa 
1816,5.8,RUBIACEAE,Azuceno de monte,Posoqueria latifolia
1817,17.0,FABACEAE,Piñón de oreja,Enterolobium cyclocarpum 
1818,9.0,MALVACEAE,Cacao de monte,Pachira speciosa
1819,5.3,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus
1820,5.3,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus
1821,11.0,ANNONACEAE,Guanábano,Annona muricata 
1822,11.5,ANACARDIACEAE,Mango,Mangifera indica 
1823,10.5,ANACARDIACEAE,Mango,Mangifera indica 
1824,9.0,MYRTACEAE,Guayabo,Psidium guajava 
1825,7.0,OCHNACEAE,Pacó,Cespedesia macrophylla
1826,17.0,MELIACEAE,Caobo,Swietenia macrophylla 
1827,9.0,MYRTACEAE,Guayabo,Psidium guajava 
1828,7.3,OCHNACEAE,Pacó,Cespedesia macrophylla
1829,6.0,SAPOTACEAE,Zapote de carne,Pouteria sapota
1830,14.0,MORACEAE,Sande Mora,Clarisia racemosa 
1831,8.5,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
1832,1.9,ANACARDIACEAE,Mango,Mangifera indica 
1833,1.6,RUTACEAE,Limón,Citrus sp.
1834,8.5,MYRTACEAE,Guayabo,Psidium guajava 
1835,4.0,MYRTACEAE,Guayabo,Psidium guajava 
1836,1.4,RUTACEAE,Limón,Citrus sp.
1837,10.5,FABACEAE,Capitancillo,Pentaclethra macroloba
1838,4.2,LECYTHIDACEAE,Alma negra,Gustavia dubia
1839,9.8,LAURACEAE,Aguacate,Persea americana 
1840,4.8,ARECACEAE,Palma real,Roystonea regia 
1841,5.8,MALPIGHIACEAE,Huesito,Malpighia glabra 
1842,18.0,URTICACEAE,Yarumo,Cecropia sp. 
1843,6.2,MALPIGHIACEAE,Huesito,Malpighia glabra 
1844,15.0,COMBRETACEAE,Almendro,Terminalia catappa 
1845,9.5,MYRTACEAE,Guayabo,Psidium guajava 
1846,1.4,LAURACEAE,Aguacate,Persea americana 
1847,11.0,ANACARDIACEAE,Mango,Mangifera indica 
1848,13.0,LECYTHIDACEAE,Abarco,Cariniana pyriformis 
1849,3.6,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
1850,5.2,MYRTACEAE,Guayabo,Psidium guajava 
1851,1.4,RUTACEAE,Limón,Citrus sp.
1852,5.0,MYRTACEAE,Guayabo,Psidium guajava 
1853,4.8,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
1854,0.9,RUTACEAE,Limón,Citrus sp.
1855,4.5,MYRTACEAE,Guayabo,Psidium guajava 
1856,5.0,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
1857,3.6,MYRTACEAE,Guayabo,Psidium guajava 
1858,3.0,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
1859,7.5,MYRTACEAE,Guayabo,Psidium guajava 
1860,17.0,MALVACEAE,Ceiba verde,Pseudobombax septenatum 
1861,6.2,MALPIGHIACEAE,Huesito,Malpighia glabra 
1862,6.8,MYRTACEAE,Guayabo,Psidium guajava 
1863,2.4,MYRTACEAE,Guayabo,Psidium guajava 
1864,4.8,FABACEAE,Cativo,Prioria copaifera
1865,10.0,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
1866,1.8,RUTACEAE,Limón,Citrus sp.
1867,4.3,MYRTACEAE,Guayabo,Psidium guajava 
1868,4.2,FABACEAE,Carbonero de pluma,Calliandra medellinensis
1869,4.0,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
1870,18.0,FABACEAE,Ébano,Caesalpinia ebano 
1871,13.0,RUTACEAE,Tachuelo,Zanthoxylum rhoifolium
1872,7.5,EUPHORBIACEAE,Inchi,Caryodendron orinocense
1873,1.6,RUTACEAE,Limón,Citrus sp.
1874,1.5,FABACEAE,Carbonero ,Calliandra medellinensis
1875,5.8,ARECACEAE,Astrocarium,Astrocaryum sp.
1876,14.0,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
1877,6.0,ANNONACEAE,Guanábano,Annona muricata 
1878,3.0,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
1879,10.0,ANACARDIACEAE,Mango,Mangifera indica 
1880,13.0,MALVACEAE,Ceiba verde,Pseudobombax septenatum 
1881,8.0,MYRTACEAE,Guayabo,Psidium guajava 
1882,16.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
1883,5.0,RUTACEAE,Naranjo agrio,Citrus sp.
1884,6.5,RUTACEAE,Naranjo agrio,Citrus sp.
1885,10.5,ANACARDIACEAE,Ciruelo,Spondias purpurea 
1886,6.5,MYRTACEAE,Guayabo jaboticaba,Myrciaria cauliflora
1887,20.0,MELIACEAE,Caobo,Swietenia macrophylla 
1888,3.2,MYRTACEAE,Guayabo,Psidium guajava 
1889,3.7,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
1890,5.4,MYRTACEAE,Guayabo,Psidium guajava 
1891,5.8,RUTACEAE,Naranjo,Citrus sinensis 
1892,10.0,MYRTACEAE,Guayabo,Psidium guajava 
1893,9.8,RUTACEAE,Tachuelo,Zanthoxylum rhoifolium
1894,7.8,SAPINDACEAE,Huevo vegetal,Blighia sapida
1895,8.5,MYRTACEAE,Guayabo,Psidium guajava 
1896,8.5,ANACARDIACEAE,Mango,Mangifera indica 
1897,3.0,URTICACEAE,Yarumo,Cecropia sp. 
1898,2.9,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
1899,0.8,SOLANACEAE,Francesino,Brunfelsia pauciflora
1900,1.8,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
1901,1.5,PODOCARPACEAE,Pino chaquiro,Retrophyllum rospigliosii
1902,9.5,FABACEAE,Chocho,Ormosia colombiana 
1903,10.0,ANNONACEAE,Guanábano,Annona muricata 
1904,10.5,MYRTACEAE,Guayabo,Psidium guajava 
1905,13.5,ARECACEAE,Palma chonta,Acrocomia aculeata
1906,15.0,ARECACEAE,Palma chonta,Acrocomia aculeata
1907,13.5,ARECACEAE,Palma chonta,Acrocomia aculeata
1908,15.0,ARECACEAE,Palma chonta,Acrocomia aculeata
1909,15.0,SAPINDACEAE,Iguano,Dilodendron costaricense
1910,15.0,ARECACEAE,Palma chonta,Acrocomia aculeata
1911,1.65,FABACEAE,Carbonero de pluma,Calliandra medellinensis
1912,16.0,MELIACEAE,Cedro güino,Carapa guianensis 
1913,9.5,FABACEAE,Guamo macheto,Inga spectabilis
1914,10.5,ANACARDIACEAE,Mango,Mangifera indica 
1915,0.9,MALVACEAE,Cacao de monte,Pachira speciosa
1916,1.15,LAURACEAE,Aguacate,Persea americana 
1917,15.5,OLEACEAE,Urapán,Fraxinus uhdei 
1918,15.0,OLEACEAE,Urapán,Fraxinus uhdei 
1919,1.05,LAURACEAE,Aguacate,Persea americana 
1920,16.0,OLEACEAE,Urapán,Fraxinus uhdei 
1921,16.0,OLEACEAE,Urapán,Fraxinus uhdei 
1922,1.6,RUBIACEAE,Canelo,Calycophyllum candidissimum
1923,5.2,MALPIGHIACEAE,Huesito,Malpighia glabra 
1924,14.8,MYRTACEAE,Calistemo blanco,Melaleuca quinquenervia 
1925,10.8,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus 
1926,6.0,MYRTACEAE,Calistemo rojo,Callistemon speciosus
1927,8.0,MYRTACEAE,Calistemo rojo,Callistemon speciosus
1928,8.5,EBENACEAE,Zapote negro,Diospyros digyna 
1929,13.0,URTICACEAE,Yarumo,Cecropia sp. 
1930,7.5,MYRTACEAE,Guayabo,Psidium guajava 
1931,9.5,ACANTHACEAE,Quiebrabarrigo,Trichanthera gigantea 
1932,12.5,URTICACEAE,Yarumo,Cecropia sp. 
1933,8.2,ANACARDIACEAE,Mango,Mangifera indica 
1934,9.0,ANACARDIACEAE,Mango,Mangifera indica 
1935,12.0,ANACARDIACEAE,Falso pimiento,Schinus terebinthifolius 
1936,11.0,ANACARDIACEAE,Mango,Mangifera indica 
1937,3.9,MALVACEAE,Quararibea,Quararibea cf. tulekunae
1938,15.0,LAURACEAE,Aguacatillo,Persea caerulea
1939,5.8,RUTACEAE,Naranjo,Citrus sinensis 
1940,15.0,LAURACEAE,Aguacate,Persea americana 
1941,27.0,MALVACEAE,Ceiba pentandra,Ceiba pentandra 
1942,4.5,RUTACEAE,Naranjo agrio,Citrus sp.
1943,8.0,MALPIGHIACEAE,Huesito,Malpighia glabra 
1944,25.0,MORACEAE,Sande Mora,Clarisia racemosa 
1945,12.0,BIGNONIACEAE,Totumo,Crescentia cujete 
1946,10.0,FABACEAE,Clitoria,Clitoria fairchildiana 
1947,2.8,MALVACEAE,Cacao,Theobroma cacao 
1948,10.0,ANACARDIACEAE,Mango,Mangifera indica 
1949,21.5,MORACEAE,Sande Mora,Clarisia racemosa 
1950,18.0,ARECACEAE,Palma de vino,Scheelea butyracea
1951,7.5,RUTACEAE,Naranjo agrio,Citrus sp.
1952,10.5,ANACARDIACEAE,Mango,Mangifera indica 
1953,6.0,ANNONACEAE,Guanábano,Annona muricata 
1954,7.5,ANNONACEAE,Guanábano,Annona muricata 
1955,14.0,COMBRETACEAE,Terminalia,Terminalia ivorensis
1956,2.5,ZYGOPHYLLACEAE,Guayacán azul,Guaiacum officinale
1957,13.5,FABACEAE,Casco de vaca blanco,Bahuinia picta
1958,2.5,ZYGOPHYLLACEAE,Guayacán azul,Guaiacum officinale
1959,14.0,OLEACEAE,Urapán,Fraxinus uhdei 
1960,2.7,ZYGOPHYLLACEAE,Guayacán azul,Guaiacum officinale
1961,11.0,MALVACEAE,Cacao de monte,Pachira speciosa
1962,2.3,ZYGOPHYLLACEAE,Guayacán azul,Guaiacum officinale
1963,10.0,MALVACEAE,Cacao de monte,Pachira speciosa
1964,2.9,ZYGOPHYLLACEAE,Guayacán azul,Guaiacum officinale
1965,16.0,MELIACEAE,Caobo,Swietenia macrophylla 
1966,2.9,ZYGOPHYLLACEAE,Guayacán azul,Guaiacum officinale
1967,10.0,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
1968,5.0,MALPIGHIACEAE,Huesito,Malpighia glabra 
1969,11.5,POLYGONACEAE,Vara santa,Triplaris americana
1970,10.5,ANACARDIACEAE,Mango,Mangifera indica 
1971,10.2,CALOPHYLLACEAE,Mamey,Mammea americana
1972,12.0,MYRTACEAE,Pero de agua,Syzygium malaccense
1973,8.0,ANACARDIACEAE,Mango,Mangifera indica 
1974,8.0,ANACARDIACEAE,Mango,Mangifera indica 
1975,10.5,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
1976,10.5,ARALIACEAE,Cheflera,Schefflera actinophylla 
1977,6.4,ROSACEAE,Níspero del Japón,Eriobotrya japonica
1978,16.0,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
1979,0.9,ANACARDIACEAE,Mango,Mangifera indica 
1980,4.2,LAURACEAE,Aguacate,Persea americana 
1981,15.0,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus 
1982,4.5,MALPIGHIACEAE,Huesito,Malpighia glabra 
1983,5.5,MALPIGHIACEAE,Huesito,Malpighia glabra 
1984,8.0,ANACARDIACEAE,Mango,Mangifera indica 
1985,14.5,BIGNONIACEAE,Tulipán africano,Spathodea campanulata 
1986,14.0,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
1987,10.8,EUPHORBIACEAE,Ceiba tronadora,Hura crepitans 
1988,3.2,SOLANACEAE,Francesino,Brunfelsia pauciflora
1989,11.5,EUPHORBIACEAE,Ceiba tronadora,Hura crepitans 
1990,16.0,URTICACEAE,Yarumo,Cecropia sp. 
1991,7.8,ANACARDIACEAE,Mango,Mangifera indica 
1992,10.5,ANACARDIACEAE,Mango,Mangifera indica 
1993,5.2,MALPIGHIACEAE,Huesito,Malpighia glabra 
1994,14.0,MALVACEAE,Ceiba pentandra,Ceiba pentandra 
1995,5.8,ANACARDIACEAE,Mango,Mangifera indica 
1996,17.0,MELIACEAE,Caobo,Swietenia macrophylla 
1997,12.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
1998,27.0,MORACEAE,Falso laurel,Ficus benjamina 
1999,14.0,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus 
2000,10.0,ARECACEAE,Palma abanico,Livistona sp.
2001,13.0,ARECACEAE,Palma real,Roystonea regia 
2002,11.0,MALVACEAE,Ceiba pentandra,Ceiba pentandra 
2003,23.0,MORACEAE,Falso laurel,Ficus benjamina 
2004,6.0,ANACARDIACEAE,Mango,Mangifera indica 
2005,14.0,MALVACEAE,Ceiba pentandra,Ceiba pentandra 
2006,6.3,ANACARDIACEAE,Mango,Mangifera indica 
2007,14.0,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
2008,3.9,BIGNONIACEAE,Tulipán africano,Spathodea campanulata 
2009,12.0,FABACEAE,Gualanday,Jacaranda mimosifolia 
2010,7.0,MALVACEAE,Cacao de monte,Pachira speciosa
2011,13.0,FABACEAE,Cedro amarillo,Albizia guachapele 
2012,8.0,FABACEAE,Cativo,Prioria copaifera
2013,11.5,BIGNONIACEAE,Tulipán africano,Spathodea campanulata 
2014,4.8,FABACEAE,Cativo,Prioria copaifera
2015,14.0,FABACEAE,Samán,Samanea saman 
2016,8.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
2017,8.2,ZYGOPHYLLACEAE,Guayacán bola,Bulnesia arborea 
2018,15.0,FABACEAE,Piñón de oreja,Enterolobium cyclocarpum 
2019,5.8,MALPIGHIACEAE,Huesito,Malpighia glabra 
2020,5.3,RUTACEAE,Naranjo,Citrus sinensis 
2021,5.3,MALPIGHIACEAE,Huesito,Malpighia glabra 
2022,24.0,MORACEAE,Falso laurel,Ficus benjamina 
2023,12.0,MALVACEAE,Ceiba verde,Pseudobombax septenatum 
2024,13.2,FABACEAE,Cámbulo,Erythrina poeppigiana 
2025,10.0,FABACEAE,Suribio,Zygia longifolia 
2026,14.0,POLYGONACEAE,Vara santa,Triplaris americana
2027,15.0,MALVACEAE,Ceiba verde,Pseudobombax septenatum 
2028,6.5,LECYTHIDACEAE,Membrillo,Gustavia superba
2029,6.8,SALICACEAE,Cerezo del gobernador,Flacourtia indica 
2030,8.5,ARECACEAE,Palma payanesa,Archontophoenix cunninghamiana
2031,12.0,EUPHORBIACEAE,Ceiba tronadora,Hura crepitans 
2032,9.0,SALICACEAE,Cerezo del gobernador,Flacourtia indica 
2033,9.2,ARECACEAE,Palma corozo del Orinoco,Aiphanes horrida
2034,6.7,SAPINDACEAE,Chumbimbo,Sapindus saponaria 
2035,2.7,LAURACEAE,Aguacate,Persea americana 
2036,3.1,FABACEAE,Cámbulo,Erythrina poeppigiana 
2037,4.3,BIXACEAE,Achiote,Bixa orellana 
2038,5.4,FABACEAE,Cativo,Prioria copaifera
2039,10.0,FABACEAE,Búcaro,Erythrina fusca 
2040,4.3,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
2041,12.0,ANACARDIACEAE,Falso pimiento,Schinus terebinthifolius 
2042,12.0,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
2043,20.0,MALVACEAE,Ceiba Tolúa,Bombacopsis quinata 
2044,16.0,POLYGONACEAE,Vara santa,Triplaris americana
2045,13.8,MALVACEAE,Ceiba verde,Pseudobombax septenatum 
2046,12.0,POLYGONACEAE,Vara santa,Triplaris americana
2047,10.0,POLYGONACEAE,Vara santa,Triplaris americana
2048,11.0,SAPINDACEAE,Chumbimbo,Sapindus saponaria 
2049,2.7,FABACEAE,Cynometra,Cynometra bauhiniifolia
2050,9.8,SAPINDACEAE,Chumbimbo,Sapindus saponaria 
2051,5.4,FABACEAE,Gualanday,Jacaranda mimosifolia 
2052,5.0,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
2053,11.2,FABACEAE,Acacia rosada,Cassia javanica 
2054,10.5,ANACARDIACEAE,Falso pimiento,Schinus terebinthifolius 
2055,9.8,FABACEAE,Acacia roja,Delonix regia 
2056,10.5,FABACEAE,Choibá,Dipteryx oleifera
2057,10.8,EUPHORBIACEAE,Ceiba tronadora,Hura crepitans 
2058,16.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
2059,8.0,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus 
2060,7.3,MALVACEAE,Ceiba pentandra,Ceiba pentandra 
2061,8.0,BIGNONIACEAE,Tulipán africano,Spathodea campanulata 
2062,2.1,,Desconocido,Desconocido
2063,6.0,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
2064,6.1,MYRTACEAE,Guayabo,Psidium guajava 
2065,7.2,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus 
2066,8.2,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus 
2067,4.5,FABACEAE,Carbonero (2),Calliandra pittieri 
2068,6.3,FABACEAE,Guayacan trebol,Platymiscium pinnatum
2069,18.0,MORACEAE,Falso laurel,Ficus benjamina 
2070,13.0,URTICACEAE,Yarumo,Cecropia sp. 
2071,12.0,URTICACEAE,Yarumo,Cecropia sp. 
2072,7.6,ANACARDIACEAE,Falso pimiento,Schinus terebinthifolius 
2073,10.0,EUPHORBIACEAE,Ceiba tronadora,Hura crepitans 
2074,14.0,OLEACEAE,Urapán,Fraxinus uhdei 
2075,19.5,MORACEAE,Falso laurel,Ficus benjamina 
2076,7.5,ANACARDIACEAE,Falso pimiento,Schinus terebinthifolius 
2077,13.0,MALVACEAE,Ceiba verde,Pseudobombax septenatum 
2078,8.0,EUPHORBIACEAE,Ceiba tronadora,Hura crepitans 
2079,3.9,LECYTHIDACEAE,Membrillo,Gustavia superba
2080,18.6,POLYGONACEAE,Vara santa,Triplaris americana
2081,10.0,ANACARDIACEAE,Falso pimiento,Schinus terebinthifolius 
2082,10.0,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
2083,18.0,OLEACEAE,Urapán,Fraxinus uhdei 
2084,20.0,MYRTACEAE,Eucalipto,Eucalyptus sp. 
2085,8.0,MALVACEAE,Ceiba Tolúa,Bombacopsis quinata 
2086,14.0,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
2087,12.0,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
2088,8.0,ANACARDIACEAE,Falso pimiento,Schinus terebinthifolius 
2089,9.5,FABACEAE,Cedro amarillo,Albizia guachapele 
2090,8.0,LECYTHIDACEAE,Membrillo,Gustavia superba
2091,6.2,ANNONACEAE,Ylang-ylang,Cananga odorata
2092,8.5,LECYTHIDACEAE,Membrillo,Gustavia superba
2093,13.0,POLYGONACEAE,Vara santa,Triplaris americana
2094,8.0,LAURACEAE,Aguacate,Persea americana 
2095,1.7,RUBIACEAE,Coralillo,Isertia haenkeana
2096,4.6,RUBIACEAE,Coralillo,Isertia haenkeana
2097,6.7,FABACEAE,Palo cruz,Brownea stenantha
2098,6.5,MALPIGHIACEAE,Huesito,Malpighia glabra 
2099,3.2,RUBIACEAE,Coralillo,Isertia haenkeana
2100,3.4,RUBIACEAE,Coralillo,Isertia haenkeana
2101,7.4,MALPIGHIACEAE,Huesito,Malpighia glabra 
2102,1.65,APOCYNACEAE,Frangipán,Plumeria rubra 
2103,4.5,FABACEAE,Arroz con coco,Andira inermis 
2104,6.4,ANACARDIACEAE,Mango,Mangifera indica 
2105,8.2,FABACEAE,Acacia roja,Delonix regia 
2106,8.0,FABACEAE,Acacia amarilla,Caesalpinia pluviosa
2107,10.0,MALVACEAE,Zapote,Quararibea cordata 
2108,8.0,ANACARDIACEAE,Mango,Mangifera indica 
2109,14.5,LAURACEAE,Aguacate,Persea americana 
2110,13.0,URTICACEAE,Yarumo,Cecropia sp. 
2111,16.0,URTICACEAE,Yarumo,Cecropia sp. 
2112,4.6,RUTACEAE,Azahar de la india,Murraya paniculata
2113,10.0,APOCYNACEAE,Catape,Thevetia peruviana 
2114,5.7,ANACARDIACEAE,Mango,Mangifera indica 
2115,6.5,LAURACEAE,Aguacate,Persea americana 
2116,16.0,OLEACEAE,Urapán,Fraxinus uhdei 
2117,13.5,OLEACEAE,Urapán,Fraxinus uhdei 
2118,16.0,OLEACEAE,Urapán,Fraxinus uhdei 
2119,16.0,OLEACEAE,Urapán,Fraxinus uhdei 
2120,14.5,MORACEAE,Árbol del pan,Artocarpus altilis
2121,2.7,ZYGOPHYLLACEAE,Guayacán azul,Guaiacum officinale
2122,2.8,ZYGOPHYLLACEAE,Guayacán azul,Guaiacum officinale
2123,3.3,ZYGOPHYLLACEAE,Guayacán azul,Guaiacum officinale
2124,1.6,ZYGOPHYLLACEAE,Guayacán azul,Guaiacum officinale
2125,1.9,ZYGOPHYLLACEAE,Guayacán azul,Guaiacum officinale
2126,1.5,ZYGOPHYLLACEAE,Guayacán azul,Guaiacum officinale
2127,8.2,FABACEAE,Guamo macheto,Inga spectabilis
2128,16.0,ARECACEAE,Palma real,Roystonea regia 
2129,9.0,MALVACEAE,Camajón,Sterculia apetala
2130,14.0,ARECACEAE,Palma real,Roystonea regia 
2131,6.5,ANACARDIACEAE,Mango,Mangifera indica 
2132,8.0,FABACEAE,Palo cruz,Brownea grandiceps 
2133,10.0,ARECACEAE,Palma corozo del Orinoco,Aiphanes horrida
2134,7.5,CLUSIACEAE,Madroño,Garcinia madruno
2135,8.5,ANNONACEAE,Guanábano,Annona muricata 
2136,4.0,VERBENACEAE,Estrella de oriente,Petrea volubilis 
2137,1.8,APOCYNACEAE,Frangipán,Plumeria rubra 
2138,3.8,APOCYNACEAE,Frangipán,Plumeria rubra 
2139,2.9,APOCYNACEAE,Frangipán,Plumeria rubra 
2140,3.15,APOCYNACEAE,Frangipán,Plumeria rubra 
2141,1.2,APOCYNACEAE,Frangipán,Plumeria rubra 
2142,5.1,SAPINDACEAE,Allophyllus,Allophylus sp.
2143,12.0,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
2144,8.2,ANACARDIACEAE,Mango,Mangifera indica 
2145,6.7,RUTACEAE,Naranjo,Citrus sinensis 
2146,4.5,ZYGOPHYLLACEAE,Guayacán bola,Bulnesia arborea 
2147,3.8,RUBIACEAE,Azuceno de monte,Posoqueria latifolia
2148,6.7,ANACARDIACEAE,Mango,Mangifera indica 
2149,12.0,EUPHORBIACEAE,Inchi,Caryodendron orinocense
2150,2.1,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
2151,14.0,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
2152,4.2,ARECACEAE,Palma manila,Veitchia merrillii 
2153,3.5,ARECACEAE,Palma manila,Veitchia merrillii 
2154,4.0,ARECACEAE,Palma manila,Veitchia merrillii 
2155,4.3,ARECACEAE,Palma manila,Veitchia merrillii 
2156,6.8,FABACEAE,Ébano,Caesalpinia ebano 
2157,5.2,BIGNONIACEAE,Árbol salchicha,Kigelia pinnata 
2158,5.4,ANNONACEAE,Guanábano,Annona muricata 
2159,7.2,CLUSIACEAE,Madroño,Garcinia madruno
2160,1.2,MYRTACEAE,Guayaba ciruela,Psidium cattleianum
2161,9.2,FABACEAE,Gualanday (2),Jacaranda hesperia 
2162,1.0,CLUSIACEAE,Chagualo,Clusia rosea
2163,8.0,FABACEAE,Canime,Copaifera officinalis 
2164,3.4,FABACEAE,Costilla danto,Lecointea amazonica
2165,9.5,BIGNONIACEAE,Trompeta rosa,Tabebuia heterophylla
2166,6.5,FABACEAE,Tamarindo de monte,Uribea tamarindoides 
2167,14.0,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
2168,4.0,RUBIACEAE,Azuceno de monte,Posoqueria latifolia
2169,4.1,CAPPARACEAE,Olivito,Morisonia odoratissima
2170,15.0,OLEACEAE,Urapán,Fraxinus uhdei 
2171,3.3,CAPPARACEAE,Olivito,Morisonia odoratissima
2172,5.6,ANACARDIACEAE,Mango,Mangifera indica 
2173,2.2,FABACEAE,Rayo,Parkia pendula 
2174,13.0,FABACEAE,Gualanday (2),Jacaranda hesperia 
2175,10.5,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus 
2176,8.0,LYTHRACEAE,Flor de reina,Lagerstroemia speciosa
2177,7.8,ANACARDIACEAE,Mango,Mangifera indica 
2178,14.0,ARECACEAE,Palma abanico de Fijí,Pritchardia pacifica
2179,12.0,MALVACEAE,Guacimo,Guazuma ulmifolia 
2180,5.2,MALVACEAE,Canastilla rosada,Dombeya wallichii 
2181,1.0,ARECACEAE,Palma abanico de la china,Livistona chinensis
2182,5.8,MALPIGHIACEAE,Huesito,Malpighia glabra 
2183,9.5,MALVACEAE,Camajón,Sterculia apetala
2184,1.9,MALVACEAE,Cacao,Theobroma cacao 
2185,12.0,FABACEAE,Casco de vaca orquidea,Bauhinia variegata 
2186,15.0,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus 
2187,14.0,COMBRETACEAE,Terminalia,Terminalia ivorensis
2188,2.9,MALVACEAE,Copoazú,Theobroma grandiflorum
2189,6.5,CLUSIACEAE,Madroño,Garcinia madruno
2190,3.4,MALVACEAE,Cacao,Theobroma cacao 
