,startA,startB,Distancia,Tiempo (min)
8807,Puente fundadores,Picacha la 76,2.72,17.0666666667
8808,Puente fundadores,Parques del río,1.52,13.0666666667
8809,Puente fundadores,La 33,1.84,14.1333333333
8810,Puente fundadores,Rosales,2.48,16.2666666667
8811,Puente fundadores,Maria Luisa Calle,4.56,23.2
8812,Puente fundadores,Unidad Deportiva de Belén,2.08,14.9333333333
8814,Puente fundadores,Cafetero,1.84,14.1333333333
8815,Puente fundadores,Metro Envigado Sur,0.16,8.53333333333
8816,Puente fundadores,Metro Envigado Norte,0.16,8.53333333333
8817,Puente fundadores,Auxiliar Metro Envigado,0.08,8.26666666667
8818,Puente fundadores,La Ultima Estación,0.08,8.26666666667
8819,Puente fundadores,Pista de Patinaje,0.24,8.8
8820,Puente fundadores,Villas de Vallejuelos,0.4,9.33333333333
8821,Puente fundadores,Iglesia Alcalá,0.24,8.8
8822,Puente fundadores,Los Urapanes,0.24,8.8
8823,Puente fundadores,Parque Débora Arango,0.16,8.53333333333
8824,Puente fundadores,Porton de Alcalá,0.48,9.6
8825,Puente fundadores,El MUA,0.32,9.06666666667
8826,Puente fundadores,Viva Envigado,0.48,9.6
8827,Puente fundadores,Guanteros,0.4,9.33333333333
8828,Puente fundadores,Envigado Centro,0.56,9.86666666667
8829,Puente fundadores,Sabaneta Metro,2.4,16.0
8830,Puente fundadores,Las Vegas 69 Sur,2.48,16.2666666667
8831,Puente fundadores,Santa Ana,2.48,16.2666666667
8832,Puente fundadores,Calle Nueva,3.28,18.9333333333
8833,Puente fundadores,La Barquereña,2.8,17.3333333333
8834,Puente fundadores,Entre amigos,2.88,17.6
8835,Puente fundadores,Sabaneta Centro,2.96,17.8666666667
8836,Puente fundadores,Aves María,3.12,18.4
8837,Puente fundadores,Biblioteca Sabaneta,3.12,18.4
8838,Puente fundadores,Parque 4 Elementos,2.64,16.8
8839,Puente fundadores,Puente de la 77 Sur,3.12,18.4
8842,Puente fundadores,Bahía Ciclovia,1.52,13.0666666667
8843,Puente fundadores,Ideas,1.2,12.0
8844,Puente fundadores,Parque Itaguí,1.28,12.2666666667
8845,Puente fundadores,Metróplus Cami,1.44,12.8
8846,Puente fundadores,Doña María,1.76,13.8666666667
8847,Puente fundadores,Los Naranjos,1.28,12.2666666667
8848,Puente fundadores,Villa Paula,1.6,13.3333333333
8849,Puente fundadores,Parque el Artista,2.32,15.7333333333
8850,Puente fundadores,Puente pan de Queso I,2.24,15.4666666667
8851,Puente fundadores,Puente pan de Queso II,2.24,15.4666666667
8852,Puente fundadores,Metro Bello,0.72,10.4
8853,Puente fundadores,Parque Bello,1.12,11.7333333333
8856,Sabaneta Metro,Moravia,1.44,12.8
8857,Sabaneta Metro,Universidad,0.72,10.4
8858,Sabaneta Metro,Ruta N,0.24,8.8
8859,Sabaneta Metro,Robledo,2.56,16.5333333333
8860,Sabaneta Metro,Campus Nacional,1.84,14.1333333333
8861,Sabaneta Metro,Dian Alpujarra,2.24,15.4666666667
8862,Sabaneta Metro,Distrito Creativo,2.88,17.6
8863,Sabaneta Metro,Plaza de La Libertad,2.32,15.7333333333
8864,Sabaneta Metro,Parque de Las Luces II,2.08,14.9333333333
8865,Sabaneta Metro,Pies Descalzos I,2.64,16.8
8866,Sabaneta Metro,Area Metropolitana,2.4,16.0
8867,Sabaneta Metro,Plaza Mayor,2.56,16.5333333333
8868,Sabaneta Metro,Parque de Las Luces I,2.08,14.9333333333
8869,Sabaneta Metro,Pies Descalzos II,2.64,16.8
8870,Sabaneta Metro,Málaga,1.92,14.4
8871,Sabaneta Metro,Palacé,2.64,16.8
8872,Sabaneta Metro,Museo de Antioquia,1.44,12.8
8873,Sabaneta Metro,San Antonio,1.84,14.1333333333
8874,Sabaneta Metro,Parque Berrio,1.52,13.0666666667
8875,Sabaneta Metro,Palacio de la Cultura,1.44,12.8
8876,Sabaneta Metro,SIU-UdeA,0.72,10.4
8877,Sabaneta Metro,Primer Parque de Laureles,1.28,12.2666666667
8878,Sabaneta Metro,Otra Banda,2.56,16.5333333333
8880,Sabaneta Metro,Florida Nueva,3.44,19.4666666667
8882,Sabaneta Metro,María Mulata,3.92,21.0666666667
8884,Sabaneta Metro,Batallón,3.76,20.5333333333
8885,Sabaneta Metro,Calle 51 Los Colores,3.6,20.0
8888,Sabaneta Metro,Orquídeas,3.2,18.6666666667
8889,Sabaneta Metro,Santa Teresita,4.8,24.0
8890,Sabaneta Metro,La 65,3.12,18.4
8891,Sabaneta Metro,San Pedro y San Pablo,3.76,20.5333333333
8892,Sabaneta Metro,Parque de Los Mangos,3.52,19.7333333333
8893,Sabaneta Metro,Pedro Nel Gómez,4.4,22.6666666667
8894,Sabaneta Metro,Estadio,3.28,18.9333333333
8895,Sabaneta Metro,Suramericana,2.88,17.6
8896,Sabaneta Metro,Colombia,2.64,16.8
8897,Sabaneta Metro,San Juan,3.52,19.7333333333
8900,Sabaneta Metro,Floresta,3.92,21.0666666667
8901,Sabaneta Metro,Parque de los Enamorados,2.88,17.6
8902,Sabaneta Metro,Salazar y Herrera,2.96,17.8666666667
8903,Sabaneta Metro,Unicentro,4.0,21.3333333333
8904,Sabaneta Metro,Calle 19A Villa Carlota,4.32,22.4
8905,Sabaneta Metro,Politécnico,4.96,24.5333333333
8906,Sabaneta Metro,Telemedellín,4.4,22.6666666667
8907,Sabaneta Metro,Industriales Metro,3.28,18.9333333333
8908,Sabaneta Metro,MAMM,3.92,21.0666666667
8909,Sabaneta Metro,Río Aburrá,3.28,18.9333333333
8910,Sabaneta Metro,Villa Carlota,4.0,21.3333333333
8911,Sabaneta Metro,Ciudad del Río,4.32,22.4
8912,Sabaneta Metro,Industriales Metroplús,3.28,18.9333333333
8913,Sabaneta Metro,Nutibara,4.24,22.1333333333
8914,Sabaneta Metro,Juan Pablo II,5.76,27.2
8915,Sabaneta Metro,Picacha la 76,4.96,24.5333333333
8916,Sabaneta Metro,Parques del río,3.12,18.4
8917,Sabaneta Metro,La 33,4.08,21.6
8918,Sabaneta Metro,Rosales,4.72,23.7333333333
8919,Sabaneta Metro,Maria Luisa Calle,6.8,30.6666666667
8920,Sabaneta Metro,Unidad Deportiva de Belén,4.32,22.4
8922,Sabaneta Metro,Cafetero,4.08,21.6
8923,Sabaneta Metro,Metro Envigado Sur,2.24,15.4666666667
8924,Sabaneta Metro,Metro Envigado Norte,2.4,16.0
8925,Sabaneta Metro,Auxiliar Metro Envigado,2.32,15.7333333333
8926,Sabaneta Metro,La Ultima Estación,2.32,15.7333333333
8927,Sabaneta Metro,Pista de Patinaje,2.32,15.7333333333
8928,Sabaneta Metro,Villas de Vallejuelos,2.48,16.2666666667
8929,Sabaneta Metro,Iglesia Alcalá,2.48,16.2666666667
8930,Sabaneta Metro,Los Urapanes,2.64,16.8
8931,Sabaneta Metro,Parque Débora Arango,2.56,16.5333333333
8932,Sabaneta Metro,Porton de Alcalá,2.72,17.0666666667
8933,Sabaneta Metro,El MUA,2.72,17.0666666667
8934,Sabaneta Metro,Viva Envigado,2.88,17.6
8935,Sabaneta Metro,Guanteros,2.8,17.3333333333
8936,Sabaneta Metro,Envigado Centro,2.96,17.8666666667
8937,Sabaneta Metro,Puente fundadores,2.4,16.0
8938,Sabaneta Metro,Las Vegas 69 Sur,0.24,8.8
8939,Sabaneta Metro,Santa Ana,0.24,8.8
8940,Sabaneta Metro,Calle Nueva,1.04,11.4666666667
8941,Sabaneta Metro,La Barquereña,0.56,9.86666666667
8942,Sabaneta Metro,Entre amigos,0.64,10.1333333333
8943,Sabaneta Metro,Sabaneta Centro,0.72,10.4
8944,Sabaneta Metro,Aves María,0.88,10.9333333333
8945,Sabaneta Metro,Biblioteca Sabaneta,0.88,10.9333333333
8946,Sabaneta Metro,Parque 4 Elementos,0.56,9.86666666667
8947,Sabaneta Metro,Puente de la 77 Sur,0.88,10.9333333333
8950,Sabaneta Metro,Bahía Ciclovia,1.84,14.1333333333
8951,Sabaneta Metro,Ideas,1.52,13.0666666667
8952,Sabaneta Metro,Parque Itaguí,1.44,12.8
8953,Sabaneta Metro,Metróplus Cami,1.6,13.3333333333
8954,Sabaneta Metro,Doña María,1.12,11.7333333333
8955,Sabaneta Metro,Los Naranjos,1.12,11.7333333333
8956,Sabaneta Metro,Villa Paula,1.12,11.7333333333
8957,Sabaneta Metro,Parque el Artista,0.56,9.86666666667
8958,Sabaneta Metro,Puente pan de Queso I,1.12,11.7333333333
8959,Sabaneta Metro,Puente pan de Queso II,1.12,11.7333333333
8960,Sabaneta Metro,Metro Bello,2.0,14.6666666667
8961,Sabaneta Metro,Parque Bello,1.44,12.8
8964,Las Vegas 69 Sur,Moravia,1.36,12.5333333333
8965,Las Vegas 69 Sur,Universidad,0.64,10.1333333333
8966,Las Vegas 69 Sur,Ruta N,0.48,9.6
8967,Las Vegas 69 Sur,Robledo,2.8,17.3333333333
8968,Las Vegas 69 Sur,Campus Nacional,2.08,14.9333333333
8969,Las Vegas 69 Sur,Dian Alpujarra,2.48,16.2666666667
8970,Las Vegas 69 Sur,Distrito Creativo,2.96,17.8666666667
8971,Las Vegas 69 Sur,Plaza de La Libertad,2.56,16.5333333333
8972,Las Vegas 69 Sur,Parque de Las Luces II,2.32,15.7333333333
8973,Las Vegas 69 Sur,Pies Descalzos I,2.88,17.6
8974,Las Vegas 69 Sur,Area Metropolitana,2.64,16.8
8975,Las Vegas 69 Sur,Plaza Mayor,2.8,17.3333333333
8976,Las Vegas 69 Sur,Parque de Las Luces I,2.32,15.7333333333
8977,Las Vegas 69 Sur,Pies Descalzos II,2.88,17.6
8978,Las Vegas 69 Sur,Málaga,2.16,15.2
8979,Las Vegas 69 Sur,Palacé,2.88,17.6
8980,Las Vegas 69 Sur,Museo de Antioquia,1.68,13.6
8981,Las Vegas 69 Sur,San Antonio,2.08,14.9333333333
8982,Las Vegas 69 Sur,Parque Berrio,1.76,13.8666666667
8983,Las Vegas 69 Sur,Palacio de la Cultura,1.68,13.6
8984,Las Vegas 69 Sur,SIU-UdeA,0.96,11.2
8985,Las Vegas 69 Sur,Primer Parque de Laureles,1.04,11.4666666667
8986,Las Vegas 69 Sur,Otra Banda,2.8,17.3333333333
8988,Las Vegas 69 Sur,Florida Nueva,3.68,20.2666666667
8990,Las Vegas 69 Sur,María Mulata,4.16,21.8666666667
8992,Las Vegas 69 Sur,Batallón,4.0,21.3333333333
8993,Las Vegas 69 Sur,Calle 51 Los Colores,3.84,20.8
8996,Las Vegas 69 Sur,Orquídeas,3.44,19.4666666667
8997,Las Vegas 69 Sur,Santa Teresita,5.04,24.8
8998,Las Vegas 69 Sur,La 65,3.36,19.2
8999,Las Vegas 69 Sur,San Pedro y San Pablo,4.0,21.3333333333
9000,Las Vegas 69 Sur,Parque de Los Mangos,3.76,20.5333333333
9001,Las Vegas 69 Sur,Pedro Nel Gómez,4.64,23.4666666667
9002,Las Vegas 69 Sur,Estadio,3.52,19.7333333333
9003,Las Vegas 69 Sur,Suramericana,3.12,18.4
9004,Las Vegas 69 Sur,Colombia,2.88,17.6
9005,Las Vegas 69 Sur,San Juan,3.76,20.5333333333
9008,Las Vegas 69 Sur,Floresta,4.16,21.8666666667
9009,Las Vegas 69 Sur,Parque de los Enamorados,3.12,18.4
9010,Las Vegas 69 Sur,Salazar y Herrera,3.2,18.6666666667
9011,Las Vegas 69 Sur,Unicentro,4.24,22.1333333333
9012,Las Vegas 69 Sur,Calle 19A Villa Carlota,4.4,22.6666666667
9013,Las Vegas 69 Sur,Politécnico,5.04,24.8
9014,Las Vegas 69 Sur,Telemedellín,4.48,22.9333333333
9015,Las Vegas 69 Sur,Industriales Metro,3.36,19.2
9016,Las Vegas 69 Sur,MAMM,4.0,21.3333333333
9017,Las Vegas 69 Sur,Río Aburrá,3.36,19.2
9018,Las Vegas 69 Sur,Villa Carlota,4.08,21.6
9019,Las Vegas 69 Sur,Ciudad del Río,4.4,22.6666666667
9020,Las Vegas 69 Sur,Industriales Metroplús,3.52,19.7333333333
9021,Las Vegas 69 Sur,Nutibara,4.48,22.9333333333
9022,Las Vegas 69 Sur,Juan Pablo II,6.0,28.0
9023,Las Vegas 69 Sur,Picacha la 76,5.2,25.3333333333
9024,Las Vegas 69 Sur,Parques del río,3.36,19.2
9025,Las Vegas 69 Sur,La 33,4.32,22.4
9026,Las Vegas 69 Sur,Rosales,4.96,24.5333333333
9027,Las Vegas 69 Sur,Maria Luisa Calle,7.04,31.4666666667
9028,Las Vegas 69 Sur,Unidad Deportiva de Belén,4.56,23.2
9030,Las Vegas 69 Sur,Cafetero,4.32,22.4
9031,Las Vegas 69 Sur,Metro Envigado Sur,2.48,16.2666666667
9032,Las Vegas 69 Sur,Metro Envigado Norte,2.64,16.8
9033,Las Vegas 69 Sur,Auxiliar Metro Envigado,2.4,16.0
9034,Las Vegas 69 Sur,La Ultima Estación,2.4,16.0
9035,Las Vegas 69 Sur,Pista de Patinaje,2.4,16.0
9036,Las Vegas 69 Sur,Villas de Vallejuelos,2.56,16.5333333333
9037,Las Vegas 69 Sur,Iglesia Alcalá,2.56,16.5333333333
9038,Las Vegas 69 Sur,Los Urapanes,2.72,17.0666666667
9039,Las Vegas 69 Sur,Parque Débora Arango,2.64,16.8
9040,Las Vegas 69 Sur,Porton de Alcalá,2.8,17.3333333333
9041,Las Vegas 69 Sur,El MUA,2.8,17.3333333333
9042,Las Vegas 69 Sur,Viva Envigado,2.96,17.8666666667
9043,Las Vegas 69 Sur,Guanteros,2.88,17.6
9044,Las Vegas 69 Sur,Envigado Centro,3.04,18.1333333333
9045,Las Vegas 69 Sur,Puente fundadores,2.48,16.2666666667
9046,Las Vegas 69 Sur,Sabaneta Metro,0.24,8.8
9047,Las Vegas 69 Sur,Santa Ana,0.32,9.06666666667
9048,Las Vegas 69 Sur,Calle Nueva,0.8,10.6666666667
9049,Las Vegas 69 Sur,La Barquereña,0.48,9.6
9050,Las Vegas 69 Sur,Entre amigos,0.4,9.33333333333
9051,Las Vegas 69 Sur,Sabaneta Centro,0.48,9.6
9052,Las Vegas 69 Sur,Aves María,0.64,10.1333333333
9053,Las Vegas 69 Sur,Biblioteca Sabaneta,0.64,10.1333333333
9054,Las Vegas 69 Sur,Parque 4 Elementos,0.64,10.1333333333
9055,Las Vegas 69 Sur,Puente de la 77 Sur,0.64,10.1333333333
9058,Las Vegas 69 Sur,Bahía Ciclovia,1.92,14.4
9059,Las Vegas 69 Sur,Ideas,1.6,13.3333333333
9060,Las Vegas 69 Sur,Parque Itaguí,1.68,13.6
9061,Las Vegas 69 Sur,Metróplus Cami,1.84,14.1333333333
9062,Las Vegas 69 Sur,Doña María,1.36,12.5333333333
9063,Las Vegas 69 Sur,Los Naranjos,1.36,12.5333333333
9064,Las Vegas 69 Sur,Villa Paula,1.36,12.5333333333
9065,Las Vegas 69 Sur,Parque el Artista,0.8,10.6666666667
9066,Las Vegas 69 Sur,Puente pan de Queso I,1.2,12.0
9067,Las Vegas 69 Sur,Puente pan de Queso II,1.2,12.0
9068,Las Vegas 69 Sur,Metro Bello,2.08,14.9333333333
9069,Las Vegas 69 Sur,Parque Bello,1.68,13.6
9072,Santa Ana,Moravia,1.68,13.6
9073,Santa Ana,Universidad,0.96,11.2
9074,Santa Ana,Ruta N,0.48,9.6
9075,Santa Ana,Robledo,2.8,17.3333333333
9076,Santa Ana,Campus Nacional,2.08,14.9333333333
9077,Santa Ana,Dian Alpujarra,2.48,16.2666666667
9078,Santa Ana,Distrito Creativo,2.64,16.8
9079,Santa Ana,Plaza de La Libertad,2.56,16.5333333333
9080,Santa Ana,Parque de Las Luces II,2.32,15.7333333333
9081,Santa Ana,Pies Descalzos I,2.88,17.6
9082,Santa Ana,Area Metropolitana,2.64,16.8
9083,Santa Ana,Plaza Mayor,2.8,17.3333333333
9084,Santa Ana,Parque de Las Luces I,2.32,15.7333333333
9085,Santa Ana,Pies Descalzos II,2.88,17.6
9086,Santa Ana,Málaga,2.16,15.2
9087,Santa Ana,Palacé,2.88,17.6
9088,Santa Ana,Museo de Antioquia,1.68,13.6
9089,Santa Ana,San Antonio,2.08,14.9333333333
9090,Santa Ana,Parque Berrio,1.76,13.8666666667
9091,Santa Ana,Palacio de la Cultura,1.68,13.6
9092,Santa Ana,SIU-UdeA,0.96,11.2
9093,Santa Ana,Primer Parque de Laureles,1.04,11.4666666667
9094,Santa Ana,Otra Banda,2.8,17.3333333333
9096,Santa Ana,Florida Nueva,3.68,20.2666666667
9098,Santa Ana,María Mulata,4.16,21.8666666667
9100,Santa Ana,Batallón,4.0,21.3333333333
9101,Santa Ana,Calle 51 Los Colores,3.84,20.8
9104,Santa Ana,Orquídeas,3.44,19.4666666667
9105,Santa Ana,Santa Teresita,5.04,24.8
9106,Santa Ana,La 65,3.36,19.2
9107,Santa Ana,San Pedro y San Pablo,4.0,21.3333333333
9108,Santa Ana,Parque de Los Mangos,3.76,20.5333333333
9109,Santa Ana,Pedro Nel Gómez,4.64,23.4666666667
9110,Santa Ana,Estadio,3.52,19.7333333333
9111,Santa Ana,Suramericana,3.12,18.4
9112,Santa Ana,Colombia,2.88,17.6
9113,Santa Ana,San Juan,3.76,20.5333333333
9116,Santa Ana,Floresta,4.16,21.8666666667
9117,Santa Ana,Parque de los Enamorados,3.12,18.4
9118,Santa Ana,Salazar y Herrera,3.2,18.6666666667
9119,Santa Ana,Unicentro,4.24,22.1333333333
9120,Santa Ana,Calle 19A Villa Carlota,4.08,21.6
9121,Santa Ana,Politécnico,4.88,24.2666666667
9122,Santa Ana,Telemedellín,4.16,21.8666666667
9123,Santa Ana,Industriales Metro,3.36,19.2
9124,Santa Ana,MAMM,4.0,21.3333333333
9125,Santa Ana,Río Aburrá,3.36,19.2
9126,Santa Ana,Villa Carlota,4.08,21.6
9127,Santa Ana,Ciudad del Río,4.08,21.6
9128,Santa Ana,Industriales Metroplús,3.52,19.7333333333
9129,Santa Ana,Nutibara,4.48,22.9333333333
9130,Santa Ana,Juan Pablo II,6.0,28.0
9131,Santa Ana,Picacha la 76,5.2,25.3333333333
9132,Santa Ana,Parques del río,3.36,19.2
9133,Santa Ana,La 33,4.32,22.4
9134,Santa Ana,Rosales,4.96,24.5333333333
9135,Santa Ana,Maria Luisa Calle,7.04,31.4666666667
9136,Santa Ana,Unidad Deportiva de Belén,4.56,23.2
9138,Santa Ana,Cafetero,4.32,22.4
9139,Santa Ana,Metro Envigado Sur,2.48,16.2666666667
9140,Santa Ana,Metro Envigado Norte,2.64,16.8
9141,Santa Ana,Auxiliar Metro Envigado,2.4,16.0
9142,Santa Ana,La Ultima Estación,2.4,16.0
9143,Santa Ana,Pista de Patinaje,2.24,15.4666666667
9144,Santa Ana,Villas de Vallejuelos,2.24,15.4666666667
9145,Santa Ana,Iglesia Alcalá,2.24,15.4666666667
9146,Santa Ana,Los Urapanes,2.4,16.0
9147,Santa Ana,Parque Débora Arango,2.32,15.7333333333
9148,Santa Ana,Porton de Alcalá,2.48,16.2666666667
9149,Santa Ana,El MUA,2.48,16.2666666667
9150,Santa Ana,Viva Envigado,2.96,17.8666666667
9151,Santa Ana,Guanteros,2.56,16.5333333333
9152,Santa Ana,Envigado Centro,2.72,17.0666666667
9153,Santa Ana,Puente fundadores,2.48,16.2666666667
9154,Santa Ana,Sabaneta Metro,0.24,8.8
9155,Santa Ana,Las Vegas 69 Sur,0.32,9.06666666667
9156,Santa Ana,Calle Nueva,0.8,10.6666666667
9157,Santa Ana,La Barquereña,0.32,9.06666666667
9158,Santa Ana,Entre amigos,0.4,9.33333333333
9159,Santa Ana,Sabaneta Centro,0.48,9.6
9160,Santa Ana,Aves María,0.64,10.1333333333
9161,Santa Ana,Biblioteca Sabaneta,0.64,10.1333333333
9162,Santa Ana,Parque 4 Elementos,0.32,9.06666666667
9163,Santa Ana,Puente de la 77 Sur,0.96,11.2
9166,Santa Ana,Bahía Ciclovia,1.6,13.3333333333
9167,Santa Ana,Ideas,1.28,12.2666666667
9168,Santa Ana,Parque Itaguí,1.68,13.6
9169,Santa Ana,Metróplus Cami,1.84,14.1333333333
9170,Santa Ana,Doña María,1.36,12.5333333333
9171,Santa Ana,Los Naranjos,1.36,12.5333333333
9172,Santa Ana,Villa Paula,1.36,12.5333333333
9173,Santa Ana,Parque el Artista,0.8,10.6666666667
9174,Santa Ana,Puente pan de Queso I,0.88,10.9333333333
9175,Santa Ana,Puente pan de Queso II,0.88,10.9333333333
9176,Santa Ana,Metro Bello,1.76,13.8666666667
9177,Santa Ana,Parque Bello,1.68,13.6
9180,Calle Nueva,Moravia,0.88,10.9333333333
9181,Calle Nueva,Universidad,0.8,10.6666666667
9182,Calle Nueva,Ruta N,1.28,12.2666666667
9183,Calle Nueva,Robledo,3.6,20.0
9184,Calle Nueva,Campus Nacional,2.88,17.6
9185,Calle Nueva,Dian Alpujarra,3.28,18.9333333333
9186,Calle Nueva,Distrito Creativo,3.44,19.4666666667
9187,Calle Nueva,Plaza de La Libertad,3.36,19.2
9188,Calle Nueva,Parque de Las Luces II,3.12,18.4
9189,Calle Nueva,Pies Descalzos I,3.68,20.2666666667
9190,Calle Nueva,Area Metropolitana,3.44,19.4666666667
9191,Calle Nueva,Plaza Mayor,3.6,20.0
9192,Calle Nueva,Parque de Las Luces I,3.12,18.4
9193,Calle Nueva,Pies Descalzos II,3.68,20.2666666667
9194,Calle Nueva,Málaga,2.96,17.8666666667
9195,Calle Nueva,Palacé,3.68,20.2666666667
9196,Calle Nueva,Museo de Antioquia,2.48,16.2666666667
9197,Calle Nueva,San Antonio,2.88,17.6
9198,Calle Nueva,Parque Berrio,2.56,16.5333333333
9199,Calle Nueva,Palacio de la Cultura,2.48,16.2666666667
9200,Calle Nueva,SIU-UdeA,1.76,13.8666666667
9201,Calle Nueva,Primer Parque de Laureles,0.88,10.9333333333
9202,Calle Nueva,Otra Banda,3.6,20.0
9204,Calle Nueva,Florida Nueva,4.48,22.9333333333
9206,Calle Nueva,María Mulata,4.96,24.5333333333
9208,Calle Nueva,Batallón,4.8,24.0
9209,Calle Nueva,Calle 51 Los Colores,4.64,23.4666666667
9212,Calle Nueva,Orquídeas,4.24,22.1333333333
9213,Calle Nueva,Santa Teresita,5.84,27.4666666667
9214,Calle Nueva,La 65,4.16,21.8666666667
9215,Calle Nueva,San Pedro y San Pablo,4.8,24.0
9216,Calle Nueva,Parque de Los Mangos,4.56,23.2
9217,Calle Nueva,Pedro Nel Gómez,5.44,26.1333333333
9218,Calle Nueva,Estadio,4.32,22.4
9219,Calle Nueva,Suramericana,3.92,21.0666666667
9220,Calle Nueva,Colombia,3.68,20.2666666667
9221,Calle Nueva,San Juan,4.56,23.2
9224,Calle Nueva,Floresta,4.96,24.5333333333
9225,Calle Nueva,Parque de los Enamorados,3.92,21.0666666667
9226,Calle Nueva,Salazar y Herrera,4.0,21.3333333333
9227,Calle Nueva,Unicentro,5.04,24.8
9228,Calle Nueva,Calle 19A Villa Carlota,4.88,24.2666666667
9229,Calle Nueva,Politécnico,5.68,26.9333333333
9230,Calle Nueva,Telemedellín,4.96,24.5333333333
9231,Calle Nueva,Industriales Metro,4.16,21.8666666667
9232,Calle Nueva,MAMM,4.8,24.0
9233,Calle Nueva,Río Aburrá,4.16,21.8666666667
9234,Calle Nueva,Villa Carlota,4.88,24.2666666667
9235,Calle Nueva,Ciudad del Río,4.88,24.2666666667
9236,Calle Nueva,Industriales Metroplús,4.32,22.4
9237,Calle Nueva,Nutibara,5.28,25.6
9238,Calle Nueva,Juan Pablo II,6.8,30.6666666667
9239,Calle Nueva,Picacha la 76,6.0,28.0
9240,Calle Nueva,Parques del río,4.16,21.8666666667
9241,Calle Nueva,La 33,5.12,25.0666666667
9242,Calle Nueva,Rosales,5.76,27.2
9243,Calle Nueva,Maria Luisa Calle,7.84,34.1333333333
9244,Calle Nueva,Unidad Deportiva de Belén,5.36,25.8666666667
9246,Calle Nueva,Cafetero,5.12,25.0666666667
9247,Calle Nueva,Metro Envigado Sur,3.28,18.9333333333
9248,Calle Nueva,Metro Envigado Norte,3.44,19.4666666667
9249,Calle Nueva,Auxiliar Metro Envigado,3.2,18.6666666667
9250,Calle Nueva,La Ultima Estación,3.2,18.6666666667
9251,Calle Nueva,Pista de Patinaje,3.04,18.1333333333
9252,Calle Nueva,Villas de Vallejuelos,3.04,18.1333333333
9253,Calle Nueva,Iglesia Alcalá,3.04,18.1333333333
9254,Calle Nueva,Los Urapanes,3.2,18.6666666667
9255,Calle Nueva,Parque Débora Arango,3.12,18.4
9256,Calle Nueva,Porton de Alcalá,3.28,18.9333333333
9257,Calle Nueva,El MUA,3.28,18.9333333333
9258,Calle Nueva,Viva Envigado,3.76,20.5333333333
9259,Calle Nueva,Guanteros,3.36,19.2
9260,Calle Nueva,Envigado Centro,3.52,19.7333333333
9261,Calle Nueva,Puente fundadores,3.28,18.9333333333
9262,Calle Nueva,Sabaneta Metro,1.04,11.4666666667
9263,Calle Nueva,Las Vegas 69 Sur,0.8,10.6666666667
9264,Calle Nueva,Santa Ana,0.8,10.6666666667
9265,Calle Nueva,La Barquereña,0.96,11.2
9266,Calle Nueva,Entre amigos,0.4,9.33333333333
9267,Calle Nueva,Sabaneta Centro,0.48,9.6
9268,Calle Nueva,Aves María,0.32,9.06666666667
9269,Calle Nueva,Biblioteca Sabaneta,0.16,8.53333333333
9270,Calle Nueva,Parque 4 Elementos,1.12,11.7333333333
9271,Calle Nueva,Puente de la 77 Sur,0.16,8.53333333333
9274,Calle Nueva,Bahía Ciclovia,2.4,16.0
9275,Calle Nueva,Ideas,2.08,14.9333333333
9276,Calle Nueva,Parque Itaguí,2.48,16.2666666667
9277,Calle Nueva,Metróplus Cami,2.64,16.8
9278,Calle Nueva,Doña María,2.16,15.2
9279,Calle Nueva,Los Naranjos,2.16,15.2
9280,Calle Nueva,Villa Paula,2.16,15.2
9281,Calle Nueva,Parque el Artista,1.6,13.3333333333
9282,Calle Nueva,Puente pan de Queso I,1.68,13.6
9283,Calle Nueva,Puente pan de Queso II,1.68,13.6
9284,Calle Nueva,Metro Bello,2.56,16.5333333333
9285,Calle Nueva,Parque Bello,2.48,16.2666666667
9288,La Barquereña,Moravia,1.84,14.1333333333
9289,La Barquereña,Universidad,1.12,11.7333333333
9290,La Barquereña,Ruta N,0.8,10.6666666667
9291,La Barquereña,Robledo,3.12,18.4
9292,La Barquereña,Campus Nacional,2.4,16.0
9293,La Barquereña,Dian Alpujarra,2.8,17.3333333333
9294,La Barquereña,Distrito Creativo,2.96,17.8666666667
9295,La Barquereña,Plaza de La Libertad,2.88,17.6
9296,La Barquereña,Parque de Las Luces II,2.64,16.8
9297,La Barquereña,Pies Descalzos I,3.2,18.6666666667
9298,La Barquereña,Area Metropolitana,2.96,17.8666666667
9299,La Barquereña,Plaza Mayor,3.12,18.4
9300,La Barquereña,Parque de Las Luces I,2.64,16.8
9301,La Barquereña,Pies Descalzos II,3.2,18.6666666667
9302,La Barquereña,Málaga,2.48,16.2666666667
9303,La Barquereña,Palacé,3.2,18.6666666667
9304,La Barquereña,Museo de Antioquia,2.0,14.6666666667
9305,La Barquereña,San Antonio,2.4,16.0
9306,La Barquereña,Parque Berrio,2.08,14.9333333333
9307,La Barquereña,Palacio de la Cultura,2.0,14.6666666667
9308,La Barquereña,SIU-UdeA,1.28,12.2666666667
9309,La Barquereña,Primer Parque de Laureles,0.72,10.4
9310,La Barquereña,Otra Banda,3.12,18.4
9312,La Barquereña,Florida Nueva,4.0,21.3333333333
9314,La Barquereña,María Mulata,4.48,22.9333333333
9316,La Barquereña,Batallón,4.32,22.4
9317,La Barquereña,Calle 51 Los Colores,4.16,21.8666666667
9320,La Barquereña,Orquídeas,3.76,20.5333333333
9321,La Barquereña,Santa Teresita,5.36,25.8666666667
