,startA,startB,Distancia,Tiempo (min)
9322,La Barquereña,La 65,3.68,20.2666666667
9323,La Barquereña,San Pedro y San Pablo,4.32,22.4
9324,La Barquereña,Parque de Los Mangos,4.08,21.6
9325,La Barquereña,Pedro Nel Gómez,4.96,24.5333333333
9326,La Barquereña,Estadio,3.84,20.8
9327,La Barquereña,Suramericana,3.44,19.4666666667
9328,La Barquereña,Colombia,3.2,18.6666666667
9329,La Barquereña,San Juan,4.08,21.6
9332,La Barquereña,Floresta,4.48,22.9333333333
9333,La Barquereña,Parque de los Enamorados,3.44,19.4666666667
9334,La Barquereña,Salazar y Herrera,3.52,19.7333333333
9335,La Barquereña,Unicentro,4.56,23.2
9336,La Barquereña,Calle 19A Villa Carlota,3.92,21.0666666667
9337,La Barquereña,Politécnico,5.2,25.3333333333
9338,La Barquereña,Telemedellín,4.0,21.3333333333
9339,La Barquereña,Industriales Metro,3.68,20.2666666667
9340,La Barquereña,MAMM,4.32,22.4
9341,La Barquereña,Río Aburrá,3.68,20.2666666667
9342,La Barquereña,Villa Carlota,4.4,22.6666666667
9343,La Barquereña,Ciudad del Río,3.92,21.0666666667
9344,La Barquereña,Industriales Metroplús,3.84,20.8
9345,La Barquereña,Nutibara,4.8,24.0
9346,La Barquereña,Juan Pablo II,6.32,29.0666666667
9347,La Barquereña,Picacha la 76,5.52,26.4
9348,La Barquereña,Parques del río,3.68,20.2666666667
9349,La Barquereña,La 33,4.64,23.4666666667
9350,La Barquereña,Rosales,5.28,25.6
9351,La Barquereña,Maria Luisa Calle,7.36,32.5333333333
9352,La Barquereña,Unidad Deportiva de Belén,4.88,24.2666666667
9354,La Barquereña,Cafetero,4.64,23.4666666667
9355,La Barquereña,Metro Envigado Sur,2.8,17.3333333333
9356,La Barquereña,Metro Envigado Norte,2.96,17.8666666667
9357,La Barquereña,Auxiliar Metro Envigado,2.72,17.0666666667
9358,La Barquereña,La Ultima Estación,2.72,17.0666666667
9359,La Barquereña,Pista de Patinaje,2.56,16.5333333333
9360,La Barquereña,Villas de Vallejuelos,2.4,16.0
9361,La Barquereña,Iglesia Alcalá,2.56,16.5333333333
9362,La Barquereña,Los Urapanes,2.72,17.0666666667
9363,La Barquereña,Parque Débora Arango,2.64,16.8
9364,La Barquereña,Porton de Alcalá,2.32,15.7333333333
9365,La Barquereña,El MUA,2.48,16.2666666667
9366,La Barquereña,Viva Envigado,3.28,18.9333333333
9367,La Barquereña,Guanteros,2.4,16.0
9368,La Barquereña,Envigado Centro,2.56,16.5333333333
9369,La Barquereña,Puente fundadores,2.8,17.3333333333
9370,La Barquereña,Sabaneta Metro,0.56,9.86666666667
9371,La Barquereña,Las Vegas 69 Sur,0.48,9.6
9372,La Barquereña,Santa Ana,0.32,9.06666666667
9373,La Barquereña,Calle Nueva,0.96,11.2
9374,La Barquereña,Entre amigos,0.56,9.86666666667
9375,La Barquereña,Sabaneta Centro,0.48,9.6
9376,La Barquereña,Aves María,0.64,10.1333333333
9377,La Barquereña,Biblioteca Sabaneta,0.8,10.6666666667
9378,La Barquereña,Parque 4 Elementos,0.16,8.53333333333
9379,La Barquereña,Puente de la 77 Sur,1.12,11.7333333333
9382,La Barquereña,Bahía Ciclovia,1.44,12.8
9383,La Barquereña,Ideas,1.6,13.3333333333
9384,La Barquereña,Parque Itaguí,2.0,14.6666666667
9385,La Barquereña,Metróplus Cami,2.16,15.2
9386,La Barquereña,Doña María,1.68,13.6
9387,La Barquereña,Los Naranjos,1.68,13.6
9388,La Barquereña,Villa Paula,1.68,13.6
9389,La Barquereña,Parque el Artista,1.12,11.7333333333
9390,La Barquereña,Puente pan de Queso I,0.72,10.4
9391,La Barquereña,Puente pan de Queso II,0.72,10.4
9392,La Barquereña,Metro Bello,2.08,14.9333333333
9393,La Barquereña,Parque Bello,2.0,14.6666666667
9396,Entre amigos,Moravia,1.28,12.2666666667
9397,Entre amigos,Universidad,0.56,9.86666666667
9398,Entre amigos,Ruta N,0.88,10.9333333333
9399,Entre amigos,Robledo,3.2,18.6666666667
9400,Entre amigos,Campus Nacional,2.48,16.2666666667
9401,Entre amigos,Dian Alpujarra,2.88,17.6
9402,Entre amigos,Distrito Creativo,3.04,18.1333333333
9403,Entre amigos,Plaza de La Libertad,2.96,17.8666666667
9404,Entre amigos,Parque de Las Luces II,2.72,17.0666666667
9405,Entre amigos,Pies Descalzos I,3.28,18.9333333333
9406,Entre amigos,Area Metropolitana,3.04,18.1333333333
9407,Entre amigos,Plaza Mayor,3.2,18.6666666667
9408,Entre amigos,Parque de Las Luces I,2.72,17.0666666667
9409,Entre amigos,Pies Descalzos II,3.28,18.9333333333
9410,Entre amigos,Málaga,2.56,16.5333333333
9411,Entre amigos,Palacé,3.28,18.9333333333
9412,Entre amigos,Museo de Antioquia,2.08,14.9333333333
9413,Entre amigos,San Antonio,2.48,16.2666666667
9414,Entre amigos,Parque Berrio,2.16,15.2
9415,Entre amigos,Palacio de la Cultura,2.08,14.9333333333
9416,Entre amigos,SIU-UdeA,1.36,12.5333333333
9417,Entre amigos,Primer Parque de Laureles,0.64,10.1333333333
9418,Entre amigos,Otra Banda,3.2,18.6666666667
9420,Entre amigos,Florida Nueva,4.08,21.6
9422,Entre amigos,María Mulata,4.56,23.2
9424,Entre amigos,Batallón,4.4,22.6666666667
9425,Entre amigos,Calle 51 Los Colores,4.24,22.1333333333
9428,Entre amigos,Orquídeas,3.84,20.8
9429,Entre amigos,Santa Teresita,5.44,26.1333333333
9430,Entre amigos,La 65,3.76,20.5333333333
9431,Entre amigos,San Pedro y San Pablo,4.4,22.6666666667
9432,Entre amigos,Parque de Los Mangos,4.16,21.8666666667
9433,Entre amigos,Pedro Nel Gómez,5.04,24.8
9434,Entre amigos,Estadio,3.92,21.0666666667
9435,Entre amigos,Suramericana,3.52,19.7333333333
9436,Entre amigos,Colombia,3.28,18.9333333333
9437,Entre amigos,San Juan,4.16,21.8666666667
9440,Entre amigos,Floresta,4.56,23.2
9441,Entre amigos,Parque de los Enamorados,3.52,19.7333333333
9442,Entre amigos,Salazar y Herrera,3.6,20.0
9443,Entre amigos,Unicentro,4.64,23.4666666667
9444,Entre amigos,Calle 19A Villa Carlota,4.48,22.9333333333
9445,Entre amigos,Politécnico,5.28,25.6
9446,Entre amigos,Telemedellín,4.56,23.2
9447,Entre amigos,Industriales Metro,3.76,20.5333333333
9448,Entre amigos,MAMM,4.4,22.6666666667
9449,Entre amigos,Río Aburrá,3.76,20.5333333333
9450,Entre amigos,Villa Carlota,4.48,22.9333333333
9451,Entre amigos,Ciudad del Río,4.48,22.9333333333
9452,Entre amigos,Industriales Metroplús,3.92,21.0666666667
9453,Entre amigos,Nutibara,4.88,24.2666666667
9454,Entre amigos,Juan Pablo II,6.4,29.3333333333
9455,Entre amigos,Picacha la 76,5.6,26.6666666667
9456,Entre amigos,Parques del río,3.76,20.5333333333
9457,Entre amigos,La 33,4.72,23.7333333333
9458,Entre amigos,Rosales,5.36,25.8666666667
9459,Entre amigos,Maria Luisa Calle,7.44,32.8
9460,Entre amigos,Unidad Deportiva de Belén,4.96,24.5333333333
9462,Entre amigos,Cafetero,4.72,23.7333333333
9463,Entre amigos,Metro Envigado Sur,2.88,17.6
9464,Entre amigos,Metro Envigado Norte,3.04,18.1333333333
9465,Entre amigos,Auxiliar Metro Envigado,2.8,17.3333333333
9466,Entre amigos,La Ultima Estación,2.8,17.3333333333
9467,Entre amigos,Pista de Patinaje,2.64,16.8
9468,Entre amigos,Villas de Vallejuelos,2.64,16.8
9469,Entre amigos,Iglesia Alcalá,2.64,16.8
9470,Entre amigos,Los Urapanes,2.8,17.3333333333
9471,Entre amigos,Parque Débora Arango,2.72,17.0666666667
9472,Entre amigos,Porton de Alcalá,2.88,17.6
9473,Entre amigos,El MUA,2.88,17.6
9474,Entre amigos,Viva Envigado,3.36,19.2
9475,Entre amigos,Guanteros,2.96,17.8666666667
9476,Entre amigos,Envigado Centro,3.12,18.4
9477,Entre amigos,Puente fundadores,2.88,17.6
9478,Entre amigos,Sabaneta Metro,0.64,10.1333333333
9479,Entre amigos,Las Vegas 69 Sur,0.4,9.33333333333
9480,Entre amigos,Santa Ana,0.4,9.33333333333
9481,Entre amigos,Calle Nueva,0.4,9.33333333333
9482,Entre amigos,La Barquereña,0.56,9.86666666667
9483,Entre amigos,Sabaneta Centro,0.08,8.26666666667
9484,Entre amigos,Aves María,0.24,8.8
9485,Entre amigos,Biblioteca Sabaneta,0.24,8.8
9486,Entre amigos,Parque 4 Elementos,0.72,10.4
9487,Entre amigos,Puente de la 77 Sur,0.56,9.86666666667
9490,Entre amigos,Bahía Ciclovia,2.0,14.6666666667
9491,Entre amigos,Ideas,1.68,13.6
9492,Entre amigos,Parque Itaguí,2.08,14.9333333333
9493,Entre amigos,Metróplus Cami,2.24,15.4666666667
9494,Entre amigos,Doña María,1.76,13.8666666667
9495,Entre amigos,Los Naranjos,1.76,13.8666666667
9496,Entre amigos,Villa Paula,1.76,13.8666666667
9497,Entre amigos,Parque el Artista,1.2,12.0
9498,Entre amigos,Puente pan de Queso I,1.28,12.2666666667
9499,Entre amigos,Puente pan de Queso II,1.28,12.2666666667
9500,Entre amigos,Metro Bello,2.16,15.2
9501,Entre amigos,Parque Bello,2.08,14.9333333333
9504,Sabaneta Centro,Moravia,1.36,12.5333333333
9505,Sabaneta Centro,Universidad,0.64,10.1333333333
9506,Sabaneta Centro,Ruta N,0.96,11.2
9507,Sabaneta Centro,Robledo,3.28,18.9333333333
9508,Sabaneta Centro,Campus Nacional,2.56,16.5333333333
9509,Sabaneta Centro,Dian Alpujarra,2.96,17.8666666667
9510,Sabaneta Centro,Distrito Creativo,3.12,18.4
9511,Sabaneta Centro,Plaza de La Libertad,3.04,18.1333333333
9512,Sabaneta Centro,Parque de Las Luces II,2.8,17.3333333333
9513,Sabaneta Centro,Pies Descalzos I,3.36,19.2
9514,Sabaneta Centro,Area Metropolitana,3.12,18.4
9515,Sabaneta Centro,Plaza Mayor,3.28,18.9333333333
9516,Sabaneta Centro,Parque de Las Luces I,2.8,17.3333333333
9517,Sabaneta Centro,Pies Descalzos II,3.36,19.2
9518,Sabaneta Centro,Málaga,2.64,16.8
9519,Sabaneta Centro,Palacé,3.36,19.2
9520,Sabaneta Centro,Museo de Antioquia,2.16,15.2
9521,Sabaneta Centro,San Antonio,2.56,16.5333333333
9522,Sabaneta Centro,Parque Berrio,2.24,15.4666666667
9523,Sabaneta Centro,Palacio de la Cultura,2.16,15.2
9524,Sabaneta Centro,SIU-UdeA,1.44,12.8
9525,Sabaneta Centro,Primer Parque de Laureles,0.56,9.86666666667
9526,Sabaneta Centro,Otra Banda,3.28,18.9333333333
9528,Sabaneta Centro,Florida Nueva,4.16,21.8666666667
9530,Sabaneta Centro,María Mulata,4.64,23.4666666667
9532,Sabaneta Centro,Batallón,4.48,22.9333333333
9533,Sabaneta Centro,Calle 51 Los Colores,4.32,22.4
9536,Sabaneta Centro,Orquídeas,3.92,21.0666666667
9537,Sabaneta Centro,Santa Teresita,5.52,26.4
9538,Sabaneta Centro,La 65,3.84,20.8
9539,Sabaneta Centro,San Pedro y San Pablo,4.48,22.9333333333
9540,Sabaneta Centro,Parque de Los Mangos,4.24,22.1333333333
9541,Sabaneta Centro,Pedro Nel Gómez,5.12,25.0666666667
9542,Sabaneta Centro,Estadio,4.0,21.3333333333
9543,Sabaneta Centro,Suramericana,3.6,20.0
9544,Sabaneta Centro,Colombia,3.36,19.2
9545,Sabaneta Centro,San Juan,4.24,22.1333333333
9548,Sabaneta Centro,Floresta,4.64,23.4666666667
9549,Sabaneta Centro,Parque de los Enamorados,3.6,20.0
9550,Sabaneta Centro,Salazar y Herrera,3.68,20.2666666667
9551,Sabaneta Centro,Unicentro,4.72,23.7333333333
9552,Sabaneta Centro,Calle 19A Villa Carlota,4.4,22.6666666667
9553,Sabaneta Centro,Politécnico,5.36,25.8666666667
9554,Sabaneta Centro,Telemedellín,4.48,22.9333333333
9555,Sabaneta Centro,Industriales Metro,3.84,20.8
9556,Sabaneta Centro,MAMM,4.48,22.9333333333
9557,Sabaneta Centro,Río Aburrá,3.84,20.8
9558,Sabaneta Centro,Villa Carlota,4.56,23.2
9559,Sabaneta Centro,Ciudad del Río,4.4,22.6666666667
9560,Sabaneta Centro,Industriales Metroplús,4.0,21.3333333333
9561,Sabaneta Centro,Nutibara,4.96,24.5333333333
9562,Sabaneta Centro,Juan Pablo II,6.48,29.6
9563,Sabaneta Centro,Picacha la 76,5.68,26.9333333333
9564,Sabaneta Centro,Parques del río,3.84,20.8
9565,Sabaneta Centro,La 33,4.8,24.0
9566,Sabaneta Centro,Rosales,5.44,26.1333333333
9567,Sabaneta Centro,Maria Luisa Calle,7.52,33.0666666667
9568,Sabaneta Centro,Unidad Deportiva de Belén,5.04,24.8
9570,Sabaneta Centro,Cafetero,4.8,24.0
9571,Sabaneta Centro,Metro Envigado Sur,2.96,17.8666666667
9572,Sabaneta Centro,Metro Envigado Norte,3.12,18.4
9573,Sabaneta Centro,Auxiliar Metro Envigado,2.88,17.6
9574,Sabaneta Centro,La Ultima Estación,2.88,17.6
9575,Sabaneta Centro,Pista de Patinaje,2.72,17.0666666667
9576,Sabaneta Centro,Villas de Vallejuelos,2.56,16.5333333333
9577,Sabaneta Centro,Iglesia Alcalá,2.72,17.0666666667
9578,Sabaneta Centro,Los Urapanes,2.88,17.6
9579,Sabaneta Centro,Parque Débora Arango,2.8,17.3333333333
9580,Sabaneta Centro,Porton de Alcalá,2.8,17.3333333333
9581,Sabaneta Centro,El MUA,2.8,17.3333333333
9582,Sabaneta Centro,Viva Envigado,3.44,19.4666666667
9583,Sabaneta Centro,Guanteros,2.88,17.6
9584,Sabaneta Centro,Envigado Centro,3.04,18.1333333333
9585,Sabaneta Centro,Puente fundadores,2.96,17.8666666667
9586,Sabaneta Centro,Sabaneta Metro,0.72,10.4
9587,Sabaneta Centro,Las Vegas 69 Sur,0.48,9.6
9588,Sabaneta Centro,Santa Ana,0.48,9.6
9589,Sabaneta Centro,Calle Nueva,0.48,9.6
9590,Sabaneta Centro,La Barquereña,0.48,9.6
9591,Sabaneta Centro,Entre amigos,0.08,8.26666666667
9592,Sabaneta Centro,Aves María,0.16,8.53333333333
9593,Sabaneta Centro,Biblioteca Sabaneta,0.32,9.06666666667
9594,Sabaneta Centro,Parque 4 Elementos,0.64,10.1333333333
9595,Sabaneta Centro,Puente de la 77 Sur,0.64,10.1333333333
9598,Sabaneta Centro,Bahía Ciclovia,1.92,14.4
9599,Sabaneta Centro,Ideas,1.76,13.8666666667
9600,Sabaneta Centro,Parque Itaguí,2.16,15.2
9601,Sabaneta Centro,Metróplus Cami,2.32,15.7333333333
9602,Sabaneta Centro,Doña María,1.84,14.1333333333
9603,Sabaneta Centro,Los Naranjos,1.84,14.1333333333
9604,Sabaneta Centro,Villa Paula,1.84,14.1333333333
9605,Sabaneta Centro,Parque el Artista,1.28,12.2666666667
9606,Sabaneta Centro,Puente pan de Queso I,1.2,12.0
9607,Sabaneta Centro,Puente pan de Queso II,1.2,12.0
9608,Sabaneta Centro,Metro Bello,2.24,15.4666666667
9609,Sabaneta Centro,Parque Bello,2.16,15.2
9612,Aves María,Moravia,1.2,12.0
9613,Aves María,Universidad,0.64,10.1333333333
9614,Aves María,Ruta N,1.12,11.7333333333
9615,Aves María,Robledo,3.44,19.4666666667
9616,Aves María,Campus Nacional,2.72,17.0666666667
9617,Aves María,Dian Alpujarra,3.12,18.4
9618,Aves María,Distrito Creativo,3.28,18.9333333333
9619,Aves María,Plaza de La Libertad,3.2,18.6666666667
9620,Aves María,Parque de Las Luces II,2.96,17.8666666667
9621,Aves María,Pies Descalzos I,3.52,19.7333333333
9622,Aves María,Area Metropolitana,3.28,18.9333333333
9623,Aves María,Plaza Mayor,3.44,19.4666666667
9624,Aves María,Parque de Las Luces I,2.96,17.8666666667
9625,Aves María,Pies Descalzos II,3.52,19.7333333333
9626,Aves María,Málaga,2.8,17.3333333333
9627,Aves María,Palacé,3.52,19.7333333333
9628,Aves María,Museo de Antioquia,2.32,15.7333333333
9629,Aves María,San Antonio,2.72,17.0666666667
9630,Aves María,Parque Berrio,2.4,16.0
9631,Aves María,Palacio de la Cultura,2.32,15.7333333333
9632,Aves María,SIU-UdeA,1.6,13.3333333333
9633,Aves María,Primer Parque de Laureles,0.56,9.86666666667
9634,Aves María,Otra Banda,3.44,19.4666666667
9636,Aves María,Florida Nueva,4.32,22.4
9638,Aves María,María Mulata,4.8,24.0
9640,Aves María,Batallón,4.64,23.4666666667
9641,Aves María,Calle 51 Los Colores,4.48,22.9333333333
9644,Aves María,Orquídeas,4.08,21.6
9645,Aves María,Santa Teresita,5.68,26.9333333333
9646,Aves María,La 65,4.0,21.3333333333
9647,Aves María,San Pedro y San Pablo,4.64,23.4666666667
9648,Aves María,Parque de Los Mangos,4.4,22.6666666667
9649,Aves María,Pedro Nel Gómez,5.28,25.6
9650,Aves María,Estadio,4.16,21.8666666667
9651,Aves María,Suramericana,3.76,20.5333333333
9652,Aves María,Colombia,3.52,19.7333333333
9653,Aves María,San Juan,4.4,22.6666666667
9656,Aves María,Floresta,4.8,24.0
9657,Aves María,Parque de los Enamorados,3.76,20.5333333333
9658,Aves María,Salazar y Herrera,3.84,20.8
9659,Aves María,Unicentro,4.88,24.2666666667
9660,Aves María,Calle 19A Villa Carlota,4.56,23.2
9661,Aves María,Politécnico,5.52,26.4
9662,Aves María,Telemedellín,4.64,23.4666666667
9663,Aves María,Industriales Metro,4.0,21.3333333333
9664,Aves María,MAMM,4.64,23.4666666667
9665,Aves María,Río Aburrá,4.0,21.3333333333
9666,Aves María,Villa Carlota,4.72,23.7333333333
9667,Aves María,Ciudad del Río,4.56,23.2
9668,Aves María,Industriales Metroplús,4.16,21.8666666667
9669,Aves María,Nutibara,5.12,25.0666666667
9670,Aves María,Juan Pablo II,6.64,30.1333333333
9671,Aves María,Picacha la 76,5.84,27.4666666667
9672,Aves María,Parques del río,4.0,21.3333333333
9673,Aves María,La 33,4.96,24.5333333333
9674,Aves María,Rosales,5.6,26.6666666667
9675,Aves María,Maria Luisa Calle,7.68,33.6
9676,Aves María,Unidad Deportiva de Belén,5.2,25.3333333333
9678,Aves María,Cafetero,4.96,24.5333333333
9679,Aves María,Metro Envigado Sur,3.12,18.4
9680,Aves María,Metro Envigado Norte,3.28,18.9333333333
9681,Aves María,Auxiliar Metro Envigado,3.04,18.1333333333
9682,Aves María,La Ultima Estación,3.04,18.1333333333
9683,Aves María,Pista de Patinaje,2.88,17.6
9684,Aves María,Villas de Vallejuelos,2.72,17.0666666667
9685,Aves María,Iglesia Alcalá,2.88,17.6
9686,Aves María,Los Urapanes,3.04,18.1333333333
9687,Aves María,Parque Débora Arango,2.96,17.8666666667
9688,Aves María,Porton de Alcalá,2.96,17.8666666667
9689,Aves María,El MUA,2.96,17.8666666667
9690,Aves María,Viva Envigado,3.6,20.0
9691,Aves María,Guanteros,3.04,18.1333333333
9692,Aves María,Envigado Centro,3.2,18.6666666667
9693,Aves María,Puente fundadores,3.12,18.4
9694,Aves María,Sabaneta Metro,0.88,10.9333333333
9695,Aves María,Las Vegas 69 Sur,0.64,10.1333333333
9696,Aves María,Santa Ana,0.64,10.1333333333
9697,Aves María,Calle Nueva,0.32,9.06666666667
9698,Aves María,La Barquereña,0.64,10.1333333333
9699,Aves María,Entre amigos,0.24,8.8
9700,Aves María,Sabaneta Centro,0.16,8.53333333333
9701,Aves María,Biblioteca Sabaneta,0.16,8.53333333333
9702,Aves María,Parque 4 Elementos,0.8,10.6666666667
9703,Aves María,Puente de la 77 Sur,0.48,9.6
9706,Aves María,Bahía Ciclovia,2.08,14.9333333333
9707,Aves María,Ideas,1.92,14.4
9708,Aves María,Parque Itaguí,2.32,15.7333333333
9709,Aves María,Metróplus Cami,2.48,16.2666666667
9710,Aves María,Doña María,2.0,14.6666666667
9711,Aves María,Los Naranjos,2.0,14.6666666667
9712,Aves María,Villa Paula,2.0,14.6666666667
9713,Aves María,Parque el Artista,1.44,12.8
9714,Aves María,Puente pan de Queso I,1.36,12.5333333333
9715,Aves María,Puente pan de Queso II,1.36,12.5333333333
9716,Aves María,Metro Bello,2.4,16.0
9717,Aves María,Parque Bello,2.32,15.7333333333
9720,Biblioteca Sabaneta,Moravia,1.04,11.4666666667
9721,Biblioteca Sabaneta,Universidad,0.64,10.1333333333
9722,Biblioteca Sabaneta,Ruta N,1.12,11.7333333333
9723,Biblioteca Sabaneta,Robledo,3.44,19.4666666667
9724,Biblioteca Sabaneta,Campus Nacional,2.72,17.0666666667
9725,Biblioteca Sabaneta,Dian Alpujarra,3.12,18.4
9726,Biblioteca Sabaneta,Distrito Creativo,3.28,18.9333333333
9727,Biblioteca Sabaneta,Plaza de La Libertad,3.2,18.6666666667
9728,Biblioteca Sabaneta,Parque de Las Luces II,2.96,17.8666666667
9729,Biblioteca Sabaneta,Pies Descalzos I,3.52,19.7333333333
9730,Biblioteca Sabaneta,Area Metropolitana,3.28,18.9333333333
9731,Biblioteca Sabaneta,Plaza Mayor,3.44,19.4666666667
9732,Biblioteca Sabaneta,Parque de Las Luces I,2.96,17.8666666667
9733,Biblioteca Sabaneta,Pies Descalzos II,3.52,19.7333333333
9734,Biblioteca Sabaneta,Málaga,2.8,17.3333333333
9735,Biblioteca Sabaneta,Palacé,3.52,19.7333333333
9736,Biblioteca Sabaneta,Museo de Antioquia,2.32,15.7333333333
9737,Biblioteca Sabaneta,San Antonio,2.72,17.0666666667
9738,Biblioteca Sabaneta,Parque Berrio,2.4,16.0
9739,Biblioteca Sabaneta,Palacio de la Cultura,2.32,15.7333333333
9740,Biblioteca Sabaneta,SIU-UdeA,1.6,13.3333333333
9741,Biblioteca Sabaneta,Primer Parque de Laureles,0.72,10.4
9742,Biblioteca Sabaneta,Otra Banda,3.44,19.4666666667
9744,Biblioteca Sabaneta,Florida Nueva,4.32,22.4
9746,Biblioteca Sabaneta,María Mulata,4.8,24.0
9748,Biblioteca Sabaneta,Batallón,4.64,23.4666666667
9749,Biblioteca Sabaneta,Calle 51 Los Colores,4.48,22.9333333333
9752,Biblioteca Sabaneta,Orquídeas,4.08,21.6
9753,Biblioteca Sabaneta,Santa Teresita,5.68,26.9333333333
9754,Biblioteca Sabaneta,La 65,4.0,21.3333333333
9755,Biblioteca Sabaneta,San Pedro y San Pablo,4.64,23.4666666667
9756,Biblioteca Sabaneta,Parque de Los Mangos,4.4,22.6666666667
9757,Biblioteca Sabaneta,Pedro Nel Gómez,5.28,25.6
9758,Biblioteca Sabaneta,Estadio,4.16,21.8666666667
9759,Biblioteca Sabaneta,Suramericana,3.76,20.5333333333
9760,Biblioteca Sabaneta,Colombia,3.52,19.7333333333
9761,Biblioteca Sabaneta,San Juan,4.4,22.6666666667
9764,Biblioteca Sabaneta,Floresta,4.8,24.0
9765,Biblioteca Sabaneta,Parque de los Enamorados,3.76,20.5333333333
9766,Biblioteca Sabaneta,Salazar y Herrera,3.84,20.8
9767,Biblioteca Sabaneta,Unicentro,4.88,24.2666666667
9768,Biblioteca Sabaneta,Calle 19A Villa Carlota,4.72,23.7333333333
9769,Biblioteca Sabaneta,Politécnico,5.52,26.4
9770,Biblioteca Sabaneta,Telemedellín,4.8,24.0
9771,Biblioteca Sabaneta,Industriales Metro,4.0,21.3333333333
9772,Biblioteca Sabaneta,MAMM,4.64,23.4666666667
9773,Biblioteca Sabaneta,Río Aburrá,4.0,21.3333333333
9774,Biblioteca Sabaneta,Villa Carlota,4.72,23.7333333333
9775,Biblioteca Sabaneta,Ciudad del Río,4.72,23.7333333333
9776,Biblioteca Sabaneta,Industriales Metroplús,4.16,21.8666666667
9777,Biblioteca Sabaneta,Nutibara,5.12,25.0666666667
9778,Biblioteca Sabaneta,Juan Pablo II,6.64,30.1333333333
9779,Biblioteca Sabaneta,Picacha la 76,5.84,27.4666666667
9780,Biblioteca Sabaneta,Parques del río,4.0,21.3333333333
9781,Biblioteca Sabaneta,La 33,4.96,24.5333333333
9782,Biblioteca Sabaneta,Rosales,5.6,26.6666666667
9783,Biblioteca Sabaneta,Maria Luisa Calle,7.68,33.6
9784,Biblioteca Sabaneta,Unidad Deportiva de Belén,5.2,25.3333333333
9786,Biblioteca Sabaneta,Cafetero,4.96,24.5333333333
9787,Biblioteca Sabaneta,Metro Envigado Sur,3.12,18.4
9788,Biblioteca Sabaneta,Metro Envigado Norte,3.28,18.9333333333
9789,Biblioteca Sabaneta,Auxiliar Metro Envigado,3.04,18.1333333333
9790,Biblioteca Sabaneta,La Ultima Estación,3.04,18.1333333333
9791,Biblioteca Sabaneta,Pista de Patinaje,2.88,17.6
9792,Biblioteca Sabaneta,Villas de Vallejuelos,2.88,17.6
9793,Biblioteca Sabaneta,Iglesia Alcalá,2.88,17.6
9794,Biblioteca Sabaneta,Los Urapanes,3.04,18.1333333333
9795,Biblioteca Sabaneta,Parque Débora Arango,2.96,17.8666666667
9796,Biblioteca Sabaneta,Porton de Alcalá,3.12,18.4
9797,Biblioteca Sabaneta,El MUA,3.12,18.4
9798,Biblioteca Sabaneta,Viva Envigado,3.6,20.0
9799,Biblioteca Sabaneta,Guanteros,3.2,18.6666666667
9800,Biblioteca Sabaneta,Envigado Centro,3.36,19.2
9801,Biblioteca Sabaneta,Puente fundadores,3.12,18.4
9802,Biblioteca Sabaneta,Sabaneta Metro,0.88,10.9333333333
9803,Biblioteca Sabaneta,Las Vegas 69 Sur,0.64,10.1333333333
9804,Biblioteca Sabaneta,Santa Ana,0.64,10.1333333333
9805,Biblioteca Sabaneta,Calle Nueva,0.16,8.53333333333
9806,Biblioteca Sabaneta,La Barquereña,0.8,10.6666666667
9807,Biblioteca Sabaneta,Entre amigos,0.24,8.8
